X,x,classifi
754,RT @FiveRights: Hillary Clinton's position on Israel. https://t.co/LtA0l4YZDh,NA
755,Poll: Clinton trails only 1 in GOP:  https://t.co/t01oxbbVoK,NA
756,"RT @DylanByers: Donald Trump just hit Hillary Clinton for using a teleprompter at AIPAC, after he used a teleprompter at AIPAC.",negative
757,"RT @jonfavs: Trump accuses Hillary of reading her AIPAC speech off a prompter, after he...reads his AIPAC speech off a prompter.",NA
758,Poll: Clinton trails only 1 in GOP:  https://t.co/POMK6pPlUB,NA
759,Bernie Sanders Campaign Infiltrated and Sabotaged by Hillary Clinton Pla... https://t.co/QuvJg2jC3L via @YouTube,NA
760,Poll: Clinton trails only 1 in GOP:  https://t.co/rKQbof9XEn,negative
761,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
762,Some of the Left have finally turned on Lena Dunham… because she supports Hillary! —&gt, https://t.co/90FLeTetmV
763,Poll: Clinton trails only 1 in GOP:  https://t.co/t4LEPX3yUl,NA
764,"RT @KaivanShroff: ""...mistake for the United States to...cede the mantle of leadership for global peace and security to anyone else."" - Hil…",negative
765,RT @GeorgeCamou: A Cinderella Story with Hillary Duff is a timeless classic.,NA
766,"RT @Manstagram_: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/PVZKbPdjJ4",NA
767,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
768,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
769,"RT @Lopez19880110: Leaked #Hillary emails reveal #Google worked with Obama-regime to block #Benghazi video!
#AltRight #tcot #ccot #NRx http…",NA
770,"RT @Lopez19880110: Leaked #Hillary emails reveal #Google worked with Obama-regime to block #Benghazi video!
#AltRight #tcot #ccot #NRx http…",NA
771,Poll: Clinton trails only 1 in GOP:  https://t.co/1lV6KEitRB,NA
772,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,negative
773,Hillary Clinton says her campaign 'depends on small donations for the majority of our support' via /r/politics https://t.co/kiBbPBouFY,NA
774,"RT @DiamondandSilk: Kasich, millions of  people got out &amp; voted for @realDonaldTrump.  Don't go against the will of the people.  Trump will…",NA
775,"RT @danmericaCNN: Hillary Clinton takes the stage in Phoenix, Arizona. https://t.co/INS709zV49",NA
776,Blog: (Un-)Democratic Party leaders lean on Sanders to pipe down and leave Hillary alone https://t.co/tyuxWwGcMP,negative
777,RT @Sweetpea593: A vote for Donald is the same as a vote for Hillary ,
778,"RT @vandives: Idk which is more shocking: the fact that Hillary is still allowed to run for prez, or the fact that some people still want t…",NA
779,RT @AmyMek: Jews in Israel know how evil Obama/Hillary are 2 them! JINOS in USA don't care about Any Israel! Jews Who do Care Will Vote Tru…,NA
780,Poll: Clinton trails only 1 in GOP https://t.co/yhpdsnz22X,negative
781,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
782,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
783,"RT @HarrellKirstein: Julián Castro tells @TWCNewsAlbany Hillary ""has fought to make sure that blueprint for opportunity is real"" https://t.…",NA
784,You can learn a lot from a candidate's supporters. I've learned all I need to know about Hillary. https://t.co/aTmrp2QJcR,negative
785,RT @soylentgs: ,
786,"RT @MDforHRC: Rally 4 Hillary w/ @SenatorBarb 1:30 Apr 10 in S. Baltimore! 
•  https://t.co/KUAW3dBUzj 
•  https://t.co/l1t1DArsxj https://…",NA
787,"RT @CNNPolitics: Ted Cruz: ""Trump's foreign policy is the Obama-Hillary leading from behind"" https://t.co/MdHAi0ZKvb #FinalFive https://t.c…",NA
788,Poll: Clinton trails only 1 in GOP:  https://t.co/nJi5SqEyJF,negative
789,"RT @NBCInvestigates: Clinton says majority of $ from small donations. @PolitiFact finds that ""mostly false."" https://t.co/Ry4ewdv8Q0 https:…",NA
790,RT @GOP: As SoS Clinton repeatedly undermined Israeli interests &amp, relished role as Admin’s “designated yeller” toward Israel https://t.co/e…
791,"RT @ComedyOrTruth: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/aBFsMu7VQM",NA
792,RT @KrisParonto: Nicolle Wallace: Foreign Policy Conservatives Should Consider Hillary for President - Breitbart https://t.co/Ff558b03W4 ha…,negative
793,Hillary Clinton attacks Donald Trump: Next president can't be 'neutral' on Israel - The Economic Times on M... https://t.co/T0USnooSEm,NA
794,"RT @Manstagram_: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/PVZKbPdjJ4",NA
795,Donald Trump and Hillary Clinton viewed unfavorably by majority - CBS/NYT poll - Via @CBSNews https://t.co/7uFhbxESUc,NA
796,"RT @HuffingtonPost: George Clooney praises Hillary Clinton, shades Trump in endorsement email https://t.co/JXigSCob5L https://t.co/iRUKJdj1…",negative
797,"RT @peddoc63: Hillary's Accomplishments:
🌀Fired from WaterGate
🌀Defended Child Rapist
🌀Dead Broke
🌀Benghazi
🌀Clinton Cash https://t.co/Dggk…",NA
798,RT @wikileaks: Hillary Emails: Google tried to boost Assad defections https://t.co/lyma4eJp9a More: https://t.co/ZUfh7WDAT5 https://t.co/nv…,NA
799,"#Trump - I have steady hands.. Look at my hands, they are far steadier than hers (#Hillary) lol",NA
800,Poll: Clinton trails only 1 in GOP:  https://t.co/tw5d7isafw,negative
801,Wait! you mean Bill and Hillary aren't on the same page? WOOT! They can flip flop and not collaborate! ,
802,Poll: Clinton trails only 1 in GOP:  https://t.co/V0SVJSOn5x,NA
803,RT @NatCounterPunch: Why I Won’t be Voting for Hillary in November... https://t.co/QTcIccX9KR https://t.co/ilMbHz5UDW,NA
804,"Trump accuses Hillary of reading her AIPAC speech off a prompter, after he...reads his AIPAC speech off a prompter.",negative
805,RT @HBCU_Roundtable: Even if Hillary gets the nomination. You can still write in Bernie https://t.co/6W8bZ7G22F,NA
806,"""Hillary Clinton and Donald Trump Vow to Protect Israel but Differ on Means"" by MARK LANDLER and MAGGIE HABERMAN v… https://t.co/oP6uoYpqhj",NA
807,"RT @DefendingtheUSA: BREAKING! 
NEW CNN/ORC National poll: 
Trump 47
Cruz 31
Kasich 17
https://t.co/AxDuce12cf
#Trump2016 #UtahCaucus #Ariz…",NA
808,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
809,"RT @HillaryClinton: This primary is being decided state by state. Help Hillary win in three easy (seriously, easy) steps: https://t.co/8myX…",NA
810,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
811,"RT @GirlNotes: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/F5Yfoccv5u",NA
812,RT @FoxNews: .@ScottBaio says his reason for supporting ,
813,RT @Sam_Schulman: ,
814,RT @HBCU_Roundtable: Even if Hillary gets the nomination. You can still write in Bernie https://t.co/6W8bZ7G22F,NA
815,RT @wrthomasson: Beating Hillary is the most important issue facing the GOP and @JohnKasich is the only one that can do it.  https://t.co/j…,NA
816,"RT @Manstagram_: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/PVZKbPdjJ4",negative
817,"""Hillary doesn't know my policy."" -Trump

NOBODY knows your policy.

He really reminds me of a local candidate. 😕",NA
818,"RT @MasterGuns1313: CBS Focus Group: Hillary 'Worst Liar I Think I've Ever Seen,' She 'Lied About Lying' - Breitbart https://t.co/yAVgih4i1f",NA
819,"RT @melissaFTW: Okay here's my dream ticket: 
Hillary as President, Bernie as VP, Barack as First Lady, Bill as the Sassy Butler, Michelle …",NA
820,"RT @moisturizeds: hillary: i hate braids

black people: we love braids

hillary: https://t.co/XvBVXHEznM",negative
821,RT @DearLeader10: Bernie caught HELL for shading Obama's lack of true progressivism and Hillary latched herself to all things Barack.,NA
822,"RT @HuffingtonPost: George Clooney praises Hillary Clinton, shades Trump in endorsement email https://t.co/JXigSCob5L https://t.co/iRUKJdj1…",NA
823,Hilarious that Trump would claim Hillary doesn't know him in the wake of his donates to the Clinton's ,
824,"RT @ggreenwald: Hear that noise? It's liberals walking around confused, trying to figure out how to attack Trump's AIPAC speech that sounds…",negative
825,RT @ophidianpilot: Hillary Tells AIPAC She’ll Be Pro-Israel While Top Adviser’s Son Partakes in Anti-Israel Protest Outside. https://t.co/l…,NA
826,RT @feistybunnygirl: Shoutout to all of the Bernie-enthusiasts who have harassed me: Thank you for reaffirming my decision to vote for Hill…,NA
827,"RT @TweetLikeAGirI: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/BG4pCnT8wR",NA
828,"Hillary Clinton Criticizes Sheriff Joe Arpaio, Immigration Proxy for Donald Trump: Mr. Arpaio, the sheriff in ... https://t.co/bDlasQZT51",negative
829,"Hillary Clinton Criticizes Sheriff Joe Arpaio, Immigration Proxy for Donald Trump https://t.co/xpRTf9gAbK",NA
830,"Trump: 'Hillary doesn't know me.'
But he invited her to his wedding?
#TYTLive @TYTNetwork",NA
831,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
832,RT @JimTouz: @BernieSanders gained 10% on Hillary Clinton in newly released CNN poll. Clinton +7 from +17. Within 5% in new CBS Poll! @jimm…,negative
833,RT @guypbenson: Crowd gave Hillary multiple standing ovations this morning.   https://t.co/rkkkX5BSmh,NA
834,"""Hillary Clinton and Donald Trump Vow to Protect Israel but Differ on Means"" https://t.co/9oecaJxRg8 https://t.co/7YwaWFkNxv",NA
835,@TheYoungTurks ,
836,RT @anarcho_commie: WikiLeaks: Hillary Clinton Pushed Mexico's Oil Privatization https://t.co/7ZssN6OjQU,negative
837,@dylanotes you think Hillary is your friend???,NA
838,"This @CNNPolitics poll has Hillary up 51-44 over Bernie, but in actual votes tallied in primaries thus far she's up 58-42%. #Campaign2016",NA
839,RT @MMFlint: ICYMI(correct math): Bernie has more than DOUBLE the youth vote of Hillary or Trump &amp, more than both of em combined https://t.…
840,"RT @NumbersMuncher: Hillary is an unpopular, damaged candidate and the GOP has found a way to completely neutralize every one of her weakne…",negative
841,"RT @DylanByers: Donald Trump just hit Hillary Clinton for using a teleprompter at AIPAC, after he used a teleprompter at AIPAC.",NA
842,"RT @time4kind: Pls AZ Vote 4 Hillary!
#AlignWithKind
#ShesWithUs https://t.co/0x7IKWaoVc",NA
843,(106) Eleganza Bello - ♥ :) ♥ ... !!!**THIS IS A GENUINE PHOTO OF FIRST MADAM PRESIDENT HILLARY CLINTON**!!! ... https://t.co/DopAtO5sJ5,NA
844,Don't take things for granted...don't be complacent...vote vote vote because Hillary needs you despite her lead in positive polls.,negative
845,"RT @Newsweek: Hillary Clinton slams Donald Trump at AIPAC: ""We need steady hands"" in the White House https://t.co/tfpoon0B9a https://t.co/G…",NA
846,"Hillary says ""We need steady hands."" A jab at Trumps tiny hands? #tytlive #FinalFive",NA
847,"RT @TweetLikeAGirI: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/BG4pCnT8wR",NA
848,RT @antoniodelotero: carly fiorina dragged hillary SO HARD IM SCREAMING https://t.co/eCZUJg1NcB,negative
849,"RT @P0TUSTrump: .@HillaryClinton endorsed by the  KKK Grand Dragon

 https://t.co/2PHRLpU1ZM",NA
850,"RT @Madison_927: If I stood and clapped for Hillary, you can stand and clap for Cruz. It's a matter of respect.",NA
851,"RT @TweetLikeAGirI: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/BG4pCnT8wR",NA
852,"@TheYoungTurks compared to Hillary, he's Abe Lincoln.",negative
853,Trump will demolish Hillary in a general election because of how unauthentic she is.,NA
854,"Yeah, Hillary doesn't know Trump. She just went to his wedding is all. #tytlive",NA
855,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
856,"RT @causticbob: Why does Hillary want to have sex with Bill Clinton first thing in the morning?
She wants to be the first lady.
#HillaryCli…",negative
857,Poll: Clinton trails only 1 in GOP:  https://t.co/6nuORQpoTW,NA
858,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
859,Poll: Clinton trails only 1 in GOP:  https://t.co/oSesaECWJW,NA
860,RT @peddoc63: Hillary Clinton Laughs about getting off of a Child Rapist😡Listen to audio👉🏽 https://t.co/D6NQQjeHn7 ,
861,"RT @peterdaou: From my friend and colleague @Shakestweetz: Why Hillary Hate Hurts Us All https://t.co/fCMGq0eQtr
#HillaryClinton #DonaldTru…",NA
862,Poll: Clinton trails only 1 in GOP https://t.co/nSjvP648FO,NA
863,"RT @albamonica: Hillary Clinton on Gabby Giffords in Phoenix, AZ: ""I am in awe of her courage"" https://t.co/CB2U6iyj5x",NA
864,RT @cnnbrk: New CNN/ORC Poll finds little appetite among Republicans for convention fight. Nearly half support Trump. https://t.co/1SF1aIE5…,negative
865,RT @Joe_Schmucc: Bill and Hillary would never attack Obama prior to a primary in a state where 50% of the democrat electorate is black.,NA
866,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
867,RT @antoniodelotero: carly fiorina dragged hillary SO HARD IM SCREAMING https://t.co/eCZUJg1NcB,NA
868,RT @yasminefarhan: Vote for Hillary if you think that it's ok to jail 5 year olds https://t.co/AHcMPscefi,negative
869,RT @RaniaKhalek: Expect many more hundreds of children to be massacred under a Hillary presidency.,NA
870,"RT @4n0n_HR: The NSA wanted Hillary Clinton to use this crazy secured Windows CE phone (via @NewsfusionApps #Cybersecurity News)
https://t.…",NA
871,RT @redsteeze: Hillary says she's going to put coal miners out of business and no one died in Libya. GOP frontrunner yells about Megyn Kell…,NA
872,"RT @GirlNotes: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/F5Yfoccv5u",negative
873,"RT @ComedyOrTruth: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/aBFsMu7VQM",NA
874,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
875,"RT @Lopez19880110: Leaked #Hillary emails reveal #Google worked with Obama-regime to block #Benghazi video!
#AltRight #tcot #ccot #NRx http…",NA
876,"RT @SAMuelcayler: How's he gonna beat Hillary if he can't beat Stone Cold Steve Austin smh
 https://t.co/986hQwjzDh",negative
877,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
878,“I have the steadiest hands. Look at those hands!” - @realDonaldTrump on Hillary Clinton’s criticism ,
879,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
880,RT @panchimpanzee: @mitchellvii President Donald J Trump or Hillary.  Who needs 4 more years of this crap? https://t.co/DkykG6vJrC,negative
881,"RT @Newsweek: Hillary Clinton slams Donald Trump at AIPAC: ""We need steady hands"" in the White House https://t.co/tfpoon0B9a https://t.co/G…",NA
882,RT @FoxNews: .@ScottBaio says his reason for supporting ,
883,"Here's ""Radical Russ's"" response to my ""Bernie or Bust"" assholes column. Clueless as hell. https://t.co/zngHuowdU9  Just sad.",NA
884,Poll: Clinton trails only 1 in GOP:  https://t.co/oliiZdXXZ2,negative
885,"Bill Clinton is in #Vancouver 
on #WorldPoetryDay &amp; #GovBrown endorsed #Hillary 
#PDX",NA
886,Clinton email reveals: Google sought overthrow of Syrias Assad https://t.co/Sq016MP6gc ,
887,I'll tell you somebody else that has a terrible personality it's Hillary Clinton,NA
888,"Trump just said Hillary doesn't know him? Uh, they were like good friends and he wanted her to be president #CNN",negative
889,"RT @TRUMP_PREZ: #Obama stands proudly in front of communist mural

This is serious

Only #TRUMP will beat #Hillary.

We MUST UNITE
https://…",NA
890,"Poll: Trump, Clinton still on top:  https://t.co/bBKatFjwc4",NA
891,Poll: Clinton trails only 1 in GOP:  https://t.co/rlQfRWqbOP,NA
892,"RT @JeffDSachs: Hillary got millions for AIPAC speech, from billionaire Haim Saban. More hawkish, more funds. Simple &amp; dangerous. https://t…",negative
893,@FoxNews @TheJuanWilliams Cast that stone at Hillary. Your queen left Marxist,NA
894,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/NVLIMHi7JN,NA
895,RT BernieSanders: Wonder how many $27 contributions HillaryClinton got at her fundraiser hosted by the NRA lobbyis… https://t.co/fUxBICNfNI,NA
896,"RT @omarepps: Hillary is seasoned like an 80 yr old cast iron frying pan in that mom &amp; pop spot deep in the hood of NYC.. 
#ClintonTrump",negative
897,Trump just attacked Hillary for reading her AIPAC speech from a teleprompter. Seriously.,NA
898,"RT @lisabailey2014: Hillary Clinton Lands in Texas, Goes DIRECTLY to Muslim Fund-Raiser, Collects $500,000 https://t.co/V49dzUWgaE https://…",NA
899,"RT @kalpenn: #FeelTheBern https://t.co/0tkXSpsB6N
Donald Trump and Hillary Clinton viewed unfavorably by majority - CBS/NYT poll https://t.…",NA
900,"RT @DylanByers: Donald Trump just hit Hillary Clinton for using a teleprompter at AIPAC, after he used a teleprompter at AIPAC.",negative
901,@MSNBC @BernieSanders @HillaryClinton That also equates to Hillary being more knowledgeable and stronger on national security.,NA
902,RT @adirado29: Women are not smiling at Joe Scarborough’s tired advice for Hillary Clinton - The Washington Post https://t.co/8fqSHRm0DI,NA
903,"RT @Lopez19880110: Leaked #Hillary emails reveal #Google worked with Obama-regime to overthrow Assad in Syria!
#AltRight #tcot #ccot https:…",NA
904,"RT @gerfingerpoken2: Free Republic: 3 Strikes, Ur Out Hillary. Multiple felony investigations American Thinker https://t.co/e33NhjEqAw  htt…",negative
905,"RT @JohnKasich: BREAKING: 2 new polls out tonight!

Only John Kasich defeats Hillary Clinton in November.

https://t.co/I0uZ3dnqmU
https://…",NA
906,"RT @WeNeedTrump: Who would do a better job as president of the United States? 

Retweet for Pineapple 🍍
Like for Hillary Clinton 💩 https://…",NA
907,"https://t.co/bQEQQ25I9Y We're up to 44/51 from 38/55 in Feb! Keep campaigning/voting, we're doing great! #FeelTheBern #StillSanders #HillNo",NA
908,"Donald Trump ""Hillary doesn't know my policy"".  Fuck, Donald, even YOU don't know your policy cuz it doesn't exist #CNNTownhall #ImWithHer",negative
909,"RT @DylanByers: Donald Trump just hit Hillary Clinton for using a teleprompter at AIPAC, after he used a teleprompter at AIPAC.",NA
910,RT @AlanKestrel750: Guess what? Goodman encouraged people to vote for Webb over Clinton. I did not know that: https://t.co/Jnr5bG1Q71 https…,NA
911,RT @philmonaco67: Oh definitely The Rock no competition. Hillary is a liar she's a crook and she don't care about the American people. http…,NA
912,"RT @JohnKasich: BREAKING: 2 new polls out tonight!

Only John Kasich defeats Hillary Clinton in November.

https://t.co/I0uZ3dnqmU
https://…",negative
913,RT @Brothers4Bernie: Peeps should see this: Wikileaks Drops Hillary Email Bomb That Could End Her Campaign &amp, FB Censored It 
914,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
915,RT @webs1934: @jackiemccaffrey Bernie is the reason I'm supporting Hillary. His campaign convinced me to vote for Hillary. I was none of th…,NA
916,@Rockprincess818 I have pictured 1st debate with Hillary: ,
917,RT @LostDiva: or that we're killing 100K innocent people. Hillary loves the children! NOPE! ,
918,RT @TRUMPHIANT2016: First Chelsea busts Hillary over Obamacare for illegals, now her top adviser son can't believe her 
919,Hillary Clinton's voice sounds like 'Mom' from Futurama.,NA
920,The Case for Writing-In Bernie Sanders If Hillary Clinton Is the Democratic Nominee https://t.co/pQyLgElf8E via @HuffPostPol,negative
921,Clinton Email Scandal: It's Time Hillary Suspended Her Campaign https://t.co/YnfwOl0q0x via @IBDeditorials,NA
922,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
923,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
924,"Poll: Trump, Clinton still on top:  https://t.co/r8YIn71fj1 #WYKO_NEWS",negative
925,"From CNN Poll: Trump, Clinton still on top:  https://t.co/4IhEpifTLs https://t.co/yCXeL5uD9b",NA
926,RT @TheBriefing2016: What did Hillary Clinton accomplish as Secretary of State? This video tells you all you need to know: https://t.co/TAk…,NA
927,"RT @MSNBC: .@BernieSanders says @HillaryClinton is ""much more hawkish"" than him.  https://t.co/jwOmvbGBAR",NA
928,RT @HillaryIn2016: Oregon Gov. Kate Brown endorses Hillary Clinton for president https://t.co/vJARLBruBk ,
929,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select ... https://t.co/nvFkqGpKIj ,
930,While Hillary MURDERS Palestinian children Trump is WHITE... Dangerous Climate Future Has Arrived https://t.co/38AwGusfYz via @FantasyScribe,NA
931,"RT @funkinatrix: Trump can go, but AIPAC disinvites black NAACP youth leader from its conference after learning he protested Clinton. https…",NA
932,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
933,"RT @RotNScoundrel: What do you call it when President Obama is in Cuba, Hillary Clinton is in prison and Bernie Sanders is in a nursing hom…",NA
934,"#PAKNEWSWIRE Poll: Trump, Clinton still on top https://t.co/k9BSsOZdrA",NA
935,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
936,"RT @Yair_Rosenberg: When Hillary gets 75% of the Jewish vote (as Democrats do), all the think pieces you'll see about Trump after AIPAC wil…",negative
937,"RT @TweetLlkeAGuy: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/w2ccPnntBj",NA
938,"again shows hillary LIED to congress #Benghazi

BOMBSHELL: US Was Smuggling Guns to Syria Through Benghazi Consulate https://t.co/6stdrluczd",NA
939,"CNN: Poll: Trump, Clinton still on top:  https://t.co/u2wc0ycwjw",NA
940,"Donald Trump just hit Hillary Clinton for using a teleprompter at AIPAC, after he used a teleprompter at AIPAC.",negative
941,Clinton Email Scandal: It’s Time Hillary Suspended Her Campaign https://t.co/bOMuMwF6rO via @RaptureForums,NA
942,RT @CommonWhiteGirI: Who would you rather have as the President? RT for this Rock or like for Hillary https://t.co/d7xdlAFKkP,NA
943,"W the great @MarkLandler, Clinton and Trump's divergent AIPAC speeches https://t.co/jFM1few4YT",NA
944,"Hillary Clinton’s AIPAC speech was a symphony of craven, delusional pandering: https://t.co/oeeUfHtJko via @slate",negative
945,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
946,CNN: Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Commit... https://t.co/4PlMawlz1z,NA
947,"Trump, responding to Hillary metaphorically saying he doesn't have steady hands, holds up his hands and says ""look how steady"" #AssClown",NA
948,"RT @CNN: Ted Cruz: If Donald Trump is the nominee, it's a disaster. Hillary Clinton wins. https://t.co/3SsFjKO2Cm #FinalFive https://t.co/J…",negative
949,"RT @JAMyerson: Now Bill Clinton is shitting on Obama's ""awful legacy?"" This fool is deeply unwell and fucking shit up for Hillary. https://…",NA
950,"RT @gerfingerpoken2: Free Republic: 3 Strikes, Ur Out Hillary. Multiple felony investigations American Thinker https://t.co/e33NhjEqAw  htt…",NA
951,"@hillary_coin He didn't raise her!  Ivana said she raised the kids, not Trump.",NA
952,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,negative
953,"""[Hillary Clinton] doesn't know my policy"" says Trump. Neither does anyone else. #FinalFive",NA
954,Don't cross the Clinton's. They got a list of who's been naughty - Hillary Clinton’s Hit List https://t.co/KwKTTNKuVt via @TheYoungTurks,NA
955,RT @volatilevixen1: @ATL5060 @KrisParonto @nichols_klnkols @HillaryClinton Hillary needs a spoonful of Tanto's truth stuffed in her mouth!,NA
956,,
957,"""I have steady hands, Look at my hands"" - Donald Trump on Hillary slamming him for not having steady hands #FinalFive",NA
958,"RT @JessLivMo: I desperately want to be a member of the ""Classy Young at Heart Broads for Hillary"" club. #ShesWithUs  https://t.co/0pCRnAHZ…",NA
959,"RT @NumbersMuncher: In the last month, Hillary has gained 3.5 points as Trump dropped 3.7 points to trail her by 9 pts, and she hasn't even…",NA
960,"@thehill Get a grip! She's a model, it's her job!  And I'd much rather see her nude than Hillary &amp; candidates spouses in their best dress",negative
961,"RT @TweetLikeAGirI: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/BG4pCnT8wR",NA
962,"Poll: Trump, Clinton still on top:  https://t.co/mKPGwifTlO",NA
963,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/KmntsEgCK9,NA
964,"RT @GirlNotes: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/F5Yfoccv5u",negative
965,"RT @FiveRights: Impossible for Cruz to get to WH - too religious to win GE.
Trump can and will beat Hillary.
Join the #TrumpTrain. https://…",NA
966,RT @MMWapp: We agree with @HoodieAllen Hillary vs Trump looks like Celebrity Death Match especially after yesterdays ,
967,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
968,"RT @JohnKasich: BREAKING: 2 new polls out tonight!

Only John Kasich defeats Hillary Clinton in November.

https://t.co/I0uZ3dnqmU
https://…",negative
969,"If Trump is *actually* noninterventionist, then on foreign policy, he's 1000x better than Hillary. #CNNInterviews",NA
970,Everything Hillary says is negotiable as well.  Her story is ever changing.  ,
971,RT @BernieSanders: Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5…,NA
972,"RT @JohnOCAP: https://t.co/hUALksDu63
#Clinton takes care to position herself frimly to the right of #Trump in terms of her absolute suppor…",negative
973,"RT @themiamivoice: American Zionist Jews turn against Donald Trump, promising America a Hillary Clinton victory. https://t.co/I0fW4Lnq0H",NA
974,"Poll: Trump, Clinton still on top:  https://t.co/cbh9OaTlLj",NA
975,RT @nicolesherburne: ,
976,"@b1e56df9ce6549f  Hillary has a racist bone
The truth has shown itself. 
#WeEndorsebernie 
ByThePeople #ForThePeople https://t.co/3b0X2s4mQF",negative
977,"@AmyMek What about Obama, Hillary or the one Jew, Bernie???",NA
978,"RT @DiamondandSilk: Kasich, millions of  people got out &amp; voted for @realDonaldTrump.  Don't go against the will of the people.  Trump will…",NA
979,"RT @GuyCodes: Who would you rather have as the President?
RT for this Rock or like for Hillary https://t.co/n02sn0mNJq",NA
980,Ex-staffer drops Benghazi bias charge: A former congressional staffer who accused the House Select Committee o... https://t.co/RfeW4b6aON,negative
981,Trump is right.   https://t.co/K60FbEkF21 ,
982,Poll: Clinton trails only 1 in GOP:  https://t.co/0m6N0kc8Tm,NA
983,"Clinton Email Scandal: It’s Time Hillary Suspended Her Campaign
Hillary Clinton might act as if she isn't aware... https://t.co/Bq4raEwYDO",NA
984,@msft_businessCA please support hillary in a  future to look forward..please vote @HillaryClinton,negative
985,RT @RaniaKhalek: Hillary Clinton is to the right of authoritarian race-baiter Donald Trump on Israel and foreign policy more generally. Let…,NA
986,RT @mylittlepwnies3: one good thing about hillary vs trump is that the neocons would go back to the left wing party where they belong https…,NA
