"","NA.","experience","Primary.specialty","grads"
"1567","1567",21,"SPEECH LANGUAGE PATHOLOGIST",31
"1568","1568",21,"SPORTS MEDICINE",23
"1569","1569",21,"SURGICAL ONCOLOGY",29
"1570","1570",21,"THORACIC SURGERY",58
"1571","1571",21,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",9
"1572","1572",21,"UROLOGY",205
"1573","1573",21,"VASCULAR SURGERY",75
"1574","1574",22,"ADDICTION MEDICINE",6
"1575","1575",22,"ALLERGY/IMMUNOLOGY",41
"1576","1576",22,"ANESTHESIOLOGY",874
"1577","1577",22,"ANESTHESIOLOGY ASSISTANT",24
"1578","1578",22,"AUDIOLOGIST",73
"1579","1579",22,"CARDIAC ELECTROPHYSIOLOGY",38
"1580","1580",22,"CARDIAC SURGERY",33
"1581","1581",22,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",399
"1582","1582",22,"CERTIFIED NURSE MIDWIFE",72
"1583","1583",22,"CERTIFIED REGISTERED NURSE ANESTHETIST",533
"1584","1584",22,"CHIROPRACTIC",956
"1585","1585",22,"CLINICAL NURSE SPECIALIST",46
"1586","1586",22,"CLINICAL PSYCHOLOGIST",564
"1587","1587",22,"CLINICAL SOCIAL WORKER",824
"1588","1588",22,"COLORECTAL SURGERY (PROCTOLOGY)",31
"1589","1589",22,"CRITICAL CARE (INTENSIVISTS)",71
"1590","1590",22,"DERMATOLOGY",232
"1591","1591",22,"DIAGNOSTIC RADIOLOGY",763
"1592","1592",22,"EMERGENCY MEDICINE",369
"1593","1593",22,"ENDOCRINOLOGY",106
"1594","1594",22,"FAMILY PRACTICE",1886
"1595","1595",22,"GASTROENTEROLOGY",220
"1596","1596",22,"GENERAL PRACTICE",85
"1597","1597",22,"GENERAL SURGERY",492
"1598","1598",22,"GERIATRIC MEDICINE",32
"1599","1599",22,"GERIATRIC PSYCHIATRY",3
"1600","1600",22,"GYNECOLOGICAL ONCOLOGY",35
"1601","1601",22,"HAND SURGERY",30
"1602","1602",22,"HEMATOLOGY",21
"1603","1603",22,"HEMATOLOGY/ONCOLOGY",158
"1604","1604",22,"HOSPICE/PALLIATIVE CARE",16
"1605","1605",22,"INFECTIOUS DISEASE",117
"1606","1606",22,"INTERNAL MEDICINE",2314
"1607","1607",22,"INTERVENTIONAL CARDIOLOGY",53
"1608","1608",22,"INTERVENTIONAL PAIN MANAGEMENT",53
"1609","1609",22,"INTERVENTIONAL RADIOLOGY",44
"1610","1610",22,"MAXILLOFACIAL SURGERY",33
"1611","1611",22,"MEDICAL ONCOLOGY",69
"1612","1612",22,"NEPHROLOGY",175
"1613","1613",22,"NEUROLOGY",312
"1614","1614",22,"NEUROPSYCHIATRY",3
"1615","1615",22,"NEUROSURGERY",128
"1616","1616",22,"NUCLEAR MEDICINE",8
"1617","1617",22,"NURSE PRACTITIONER",612
"1618","1618",22,"OBSTETRICS/GYNECOLOGY",779
"1619","1619",22,"OCCUPATIONAL THERAPY",132
"1620","1620",22,"OPHTHALMOLOGY",358
"1621","1621",22,"OPTOMETRY",583
"1622","1622",22,"ORAL SURGERY (DENTIST ONLY)",39
"1623","1623",22,"ORTHOPEDIC SURGERY",525
"1624","1624",22,"OSTEOPATHIC MANIPULATIVE MEDICINE",8
"1625","1625",22,"OTOLARYNGOLOGY",214
"1626","1626",22,"PAIN MANAGEMENT",46
"1627","1627",22,"PATHOLOGY",255
"1628","1628",22,"PEDIATRIC MEDICINE",155
"1629","1629",22,"PHYSICAL MEDICINE AND REHABILITATION",208
"1630","1630",22,"PHYSICAL THERAPY",788
"1631","1631",22,"PHYSICIAN ASSISTANT",24
"1632","1632",22,"PLASTIC AND RECONSTRUCTIVE SURGERY",91
"1633","1633",22,"PODIATRY",286
"1634","1634",22,"PREVENTATIVE MEDICINE",13
"1635","1635",22,"PSYCHIATRY",423
"1636","1636",22,"PULMONARY DISEASE",186
"1637","1637",22,"RADIATION ONCOLOGY",106
"1638","1638",22,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",57
"1639","1639",22,"RHEUMATOLOGY",73
"1640","1640",22,"SLEEP LABORATORY/MEDICINE",7
"1641","1641",22,"SPEECH LANGUAGE PATHOLOGIST",28
"1642","1642",22,"SPORTS MEDICINE",17
"1643","1643",22,"SURGICAL ONCOLOGY",22
"1644","1644",22,"THORACIC SURGERY",49
"1645","1645",22,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",6
"1646","1646",22,"UROLOGY",204
"1647","1647",22,"VASCULAR SURGERY",76
"1648","1648",23,"ADDICTION MEDICINE",5
"1649","1649",23,"ALLERGY/IMMUNOLOGY",46
"1650","1650",23,"ANESTHESIOLOGY",1065
"1651","1651",23,"ANESTHESIOLOGY ASSISTANT",15
"1652","1652",23,"AUDIOLOGIST",75
"1653","1653",23,"CARDIAC ELECTROPHYSIOLOGY",40
"1654","1654",23,"CARDIAC SURGERY",47
"1655","1655",23,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",480
"1656","1656",23,"CERTIFIED NURSE MIDWIFE",55
"1657","1657",23,"CERTIFIED REGISTERED NURSE ANESTHETIST",461
"1658","1658",23,"CHIROPRACTIC",908
"1659","1659",23,"CLINICAL NURSE SPECIALIST",53
"1660","1660",23,"CLINICAL PSYCHOLOGIST",634
"1661","1661",23,"CLINICAL SOCIAL WORKER",813
"1662","1662",23,"COLORECTAL SURGERY (PROCTOLOGY)",41
"1663","1663",23,"CRITICAL CARE (INTENSIVISTS)",77
"1664","1664",23,"DERMATOLOGY",209
"1665","1665",23,"DIAGNOSTIC RADIOLOGY",724
"1666","1666",23,"EMERGENCY MEDICINE",356
"1667","1667",23,"ENDOCRINOLOGY",97
"1668","1668",23,"FAMILY PRACTICE",1604
"1669","1669",23,"GASTROENTEROLOGY",267
"1670","1670",23,"GENERAL PRACTICE",81
"1671","1671",23,"GENERAL SURGERY",478
"1672","1672",23,"GERIATRIC MEDICINE",44
"1673","1673",23,"GERIATRIC PSYCHIATRY",6
"1674","1674",23,"GYNECOLOGICAL ONCOLOGY",24
"1675","1675",23,"HAND SURGERY",37
"1676","1676",23,"HEMATOLOGY",14
"1677","1677",23,"HEMATOLOGY/ONCOLOGY",189
"1678","1678",23,"HOSPICE/PALLIATIVE CARE",18
"1679","1679",23,"INFECTIOUS DISEASE",128
"1680","1680",23,"INTERNAL MEDICINE",2264
"1681","1681",23,"INTERVENTIONAL CARDIOLOGY",53
"1682","1682",23,"INTERVENTIONAL PAIN MANAGEMENT",64
"1683","1683",23,"INTERVENTIONAL RADIOLOGY",52
"1684","1684",23,"MAXILLOFACIAL SURGERY",32
"1685","1685",23,"MEDICAL ONCOLOGY",64
"1686","1686",23,"NEPHROLOGY",170
"1687","1687",23,"NEUROLOGY",330
"1688","1688",23,"NEUROPSYCHIATRY",3
"1689","1689",23,"NEUROSURGERY",111
"1690","1690",23,"NUCLEAR MEDICINE",15
"1691","1691",23,"NURSE PRACTITIONER",559
"1692","1692",23,"OBSTETRICS/GYNECOLOGY",790
"1693","1693",23,"OCCUPATIONAL THERAPY",119
"1694","1694",23,"OPHTHALMOLOGY",375
"1695","1695",23,"OPTOMETRY",599
"1696","1696",23,"ORAL SURGERY (DENTIST ONLY)",29
"1697","1697",23,"ORTHOPEDIC SURGERY",521
"1698","1698",23,"OSTEOPATHIC MANIPULATIVE MEDICINE",10
"1699","1699",23,"OTOLARYNGOLOGY",208
"1700","1700",23,"PAIN MANAGEMENT",54
"1701","1701",23,"PATHOLOGY",295
"1702","1702",23,"PEDIATRIC MEDICINE",160
"1703","1703",23,"PERIPHERAL VASCULAR DISEASE",3
"1704","1704",23,"PHYSICAL MEDICINE AND REHABILITATION",206
"1705","1705",23,"PHYSICAL THERAPY",774
"1706","1706",23,"PHYSICIAN ASSISTANT",19
"1707","1707",23,"PLASTIC AND RECONSTRUCTIVE SURGERY",108
"1708","1708",23,"PODIATRY",310
"1709","1709",23,"PREVENTATIVE MEDICINE",15
"1710","1710",23,"PSYCHIATRY",489
"1711","1711",23,"PULMONARY DISEASE",200
"1712","1712",23,"RADIATION ONCOLOGY",104
"1713","1713",23,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",60
"1714","1714",23,"RHEUMATOLOGY",67
"1715","1715",23,"SLEEP LABORATORY/MEDICINE",4
"1716","1716",23,"SPEECH LANGUAGE PATHOLOGIST",24
"1717","1717",23,"SPORTS MEDICINE",15
"1718","1718",23,"SURGICAL ONCOLOGY",21
"1719","1719",23,"THORACIC SURGERY",60
"1720","1720",23,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",5
"1721","1721",23,"UROLOGY",210
"1722","1722",23,"VASCULAR SURGERY",88
"1723","1723",24,"ADDICTION MEDICINE",4
"1724","1724",24,"ALLERGY/IMMUNOLOGY",71
"1725","1725",24,"ANESTHESIOLOGY",1120
"1726","1726",24,"ANESTHESIOLOGY ASSISTANT",9
"1727","1727",24,"AUDIOLOGIST",82
"1728","1728",24,"CARDIAC ELECTROPHYSIOLOGY",33
"1729","1729",24,"CARDIAC SURGERY",44
"1730","1730",24,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",498
"1731","1731",24,"CERTIFIED NURSE MIDWIFE",40
"1732","1732",24,"CERTIFIED REGISTERED NURSE ANESTHETIST",419
"1733","1733",24,"CHIROPRACTIC",879
"1734","1734",24,"CLINICAL NURSE SPECIALIST",41
"1735","1735",24,"CLINICAL PSYCHOLOGIST",614
"1736","1736",24,"CLINICAL SOCIAL WORKER",748
"1737","1737",24,"COLORECTAL SURGERY (PROCTOLOGY)",23
"1738","1738",24,"CRITICAL CARE (INTENSIVISTS)",61
"1739","1739",24,"DERMATOLOGY",229
"1740","1740",24,"DIAGNOSTIC RADIOLOGY",743
"1741","1741",24,"EMERGENCY MEDICINE",316
"1742","1742",24,"ENDOCRINOLOGY",107
"1743","1743",24,"FAMILY PRACTICE",1569
"1744","1744",24,"GASTROENTEROLOGY",313
"1745","1745",24,"GENERAL PRACTICE",88
"1746","1746",24,"GENERAL SURGERY",472
"1747","1747",24,"GERIATRIC MEDICINE",36
"1748","1748",24,"GERIATRIC PSYCHIATRY",7
"1749","1749",24,"GYNECOLOGICAL ONCOLOGY",25
"1750","1750",24,"HAND SURGERY",40
"1751","1751",24,"HEMATOLOGY",20
"1752","1752",24,"HEMATOLOGY/ONCOLOGY",159
"1753","1753",24,"HOSPICE/PALLIATIVE CARE",10
"1754","1754",24,"INFECTIOUS DISEASE",106
"1755","1755",24,"INTERNAL MEDICINE",2182
"1756","1756",24,"INTERVENTIONAL CARDIOLOGY",50
"1757","1757",24,"INTERVENTIONAL PAIN MANAGEMENT",49
"1758","1758",24,"INTERVENTIONAL RADIOLOGY",50
"1759","1759",24,"MAXILLOFACIAL SURGERY",26
"1760","1760",24,"MEDICAL ONCOLOGY",67
"1761","1761",24,"NEPHROLOGY",155
"1762","1762",24,"NEUROLOGY",331
"1763","1763",24,"NEUROPSYCHIATRY",1
"1764","1764",24,"NEUROSURGERY",118
"1765","1765",24,"NUCLEAR MEDICINE",8
"1766","1766",24,"NURSE PRACTITIONER",407
"1767","1767",24,"OBSTETRICS/GYNECOLOGY",723
"1768","1768",24,"OCCUPATIONAL THERAPY",126
"1769","1769",24,"OPHTHALMOLOGY",372
"1770","1770",24,"OPTOMETRY",610
"1771","1771",24,"ORAL SURGERY (DENTIST ONLY)",35
"1772","1772",24,"ORTHOPEDIC SURGERY",505
"1773","1773",24,"OSTEOPATHIC MANIPULATIVE MEDICINE",9
"1774","1774",24,"OTOLARYNGOLOGY",212
"1775","1775",24,"PAIN MANAGEMENT",64
"1776","1776",24,"PATHOLOGY",283
"1777","1777",24,"PEDIATRIC MEDICINE",135
"1778","1778",24,"PERIPHERAL VASCULAR DISEASE",1
"1779","1779",24,"PHYSICAL MEDICINE AND REHABILITATION",180
"1780","1780",24,"PHYSICAL THERAPY",675
"1781","1781",24,"PHYSICIAN ASSISTANT",9
"1782","1782",24,"PLASTIC AND RECONSTRUCTIVE SURGERY",109
"1783","1783",24,"PODIATRY",327
"1784","1784",24,"PREVENTATIVE MEDICINE",9
"1785","1785",24,"PSYCHIATRY",530
"1786","1786",24,"PULMONARY DISEASE",193
"1787","1787",24,"RADIATION ONCOLOGY",100
"1788","1788",24,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",58
"1789","1789",24,"RHEUMATOLOGY",64
"1790","1790",24,"SLEEP LABORATORY/MEDICINE",3
"1791","1791",24,"SPEECH LANGUAGE PATHOLOGIST",20
"1792","1792",24,"SPORTS MEDICINE",11
"1793","1793",24,"SURGICAL ONCOLOGY",22
"1794","1794",24,"THORACIC SURGERY",66
"1795","1795",24,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",6
"1796","1796",24,"UROLOGY",210
"1797","1797",24,"VASCULAR SURGERY",72
"1798","1798",25,"ADDICTION MEDICINE",2
"1799","1799",25,"ALLERGY/IMMUNOLOGY",63
"1800","1800",25,"ANESTHESIOLOGY",1099
"1801","1801",25,"ANESTHESIOLOGY ASSISTANT",14
"1802","1802",25,"AUDIOLOGIST",69
"1803","1803",25,"CARDIAC ELECTROPHYSIOLOGY",48
"1804","1804",25,"CARDIAC SURGERY",44
"1805","1805",25,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",517
"1806","1806",25,"CERTIFIED NURSE MIDWIFE",35
"1807","1807",25,"CERTIFIED REGISTERED NURSE ANESTHETIST",374
"1808","1808",25,"CHIROPRACTIC",742
"1809","1809",25,"CLINICAL NURSE SPECIALIST",41
"1810","1810",25,"CLINICAL PSYCHOLOGIST",635
"1811","1811",25,"CLINICAL SOCIAL WORKER",784
"1812","1812",25,"COLORECTAL SURGERY (PROCTOLOGY)",32
"1813","1813",25,"CRITICAL CARE (INTENSIVISTS)",82
"1814","1814",25,"DERMATOLOGY",219
"1815","1815",25,"DIAGNOSTIC RADIOLOGY",710
"1816","1816",25,"EMERGENCY MEDICINE",304
"1817","1817",25,"ENDOCRINOLOGY",100
"1818","1818",25,"FAMILY PRACTICE",1624
"1819","1819",25,"GASTROENTEROLOGY",353
"1820","1820",25,"GENERAL PRACTICE",98
"1821","1821",25,"GENERAL SURGERY",456
"1822","1822",25,"GERIATRIC MEDICINE",32
"1823","1823",25,"GERIATRIC PSYCHIATRY",3
"1824","1824",25,"GYNECOLOGICAL ONCOLOGY",30
"1825","1825",25,"HAND SURGERY",32
"1826","1826",25,"HEMATOLOGY",23
"1827","1827",25,"HEMATOLOGY/ONCOLOGY",179
"1828","1828",25,"HOSPICE/PALLIATIVE CARE",12
"1829","1829",25,"INFECTIOUS DISEASE",149
"1830","1830",25,"INTERNAL MEDICINE",2068
"1831","1831",25,"INTERVENTIONAL CARDIOLOGY",59
"1832","1832",25,"INTERVENTIONAL PAIN MANAGEMENT",59
"1833","1833",25,"INTERVENTIONAL RADIOLOGY",32
"1834","1834",25,"MAXILLOFACIAL SURGERY",16
"1835","1835",25,"MEDICAL ONCOLOGY",67
"1836","1836",25,"NEPHROLOGY",193
"1837","1837",25,"NEUROLOGY",303
"1838","1838",25,"NEUROPSYCHIATRY",4
"1839","1839",25,"NEUROSURGERY",104
"1840","1840",25,"NUCLEAR MEDICINE",11
"1841","1841",25,"NURSE PRACTITIONER",367
"1842","1842",25,"OBSTETRICS/GYNECOLOGY",693
"1843","1843",25,"OCCUPATIONAL THERAPY",106
"1844","1844",25,"OPHTHALMOLOGY",375
"1845","1845",25,"OPTOMETRY",564
"1846","1846",25,"ORAL SURGERY (DENTIST ONLY)",41
"1847","1847",25,"ORTHOPEDIC SURGERY",492
"1848","1848",25,"OSTEOPATHIC MANIPULATIVE MEDICINE",7
"1849","1849",25,"OTOLARYNGOLOGY",209
"1850","1850",25,"PAIN MANAGEMENT",66
"1851","1851",25,"PATHOLOGY",321
"1852","1852",25,"PEDIATRIC MEDICINE",146
"1853","1853",25,"PERIPHERAL VASCULAR DISEASE",1
"1854","1854",25,"PHYSICAL MEDICINE AND REHABILITATION",208
"1855","1855",25,"PHYSICAL THERAPY",661
"1856","1856",25,"PHYSICIAN ASSISTANT",16
"1857","1857",25,"PLASTIC AND RECONSTRUCTIVE SURGERY",114
"1858","1858",25,"PODIATRY",369
"1859","1859",25,"PREVENTATIVE MEDICINE",13
"1860","1860",25,"PSYCHIATRY",553
"1861","1861",25,"PULMONARY DISEASE",238
"1862","1862",25,"RADIATION ONCOLOGY",114
"1863","1863",25,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",47
"1864","1864",25,"RHEUMATOLOGY",88
"1865","1865",25,"SLEEP LABORATORY/MEDICINE",9
"1866","1866",25,"SPEECH LANGUAGE PATHOLOGIST",23
"1867","1867",25,"SPORTS MEDICINE",18
"1868","1868",25,"SURGICAL ONCOLOGY",19
"1869","1869",25,"THORACIC SURGERY",73
"1870","1870",25,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",4
"1871","1871",25,"UROLOGY",196
"1872","1872",25,"VASCULAR SURGERY",72
"1873","1873",26,"ADDICTION MEDICINE",3
"1874","1874",26,"ALLERGY/IMMUNOLOGY",77
"1875","1875",26,"ANESTHESIOLOGY",1093
"1876","1876",26,"ANESTHESIOLOGY ASSISTANT",9
"1877","1877",26,"AUDIOLOGIST",73
"1878","1878",26,"CARDIAC ELECTROPHYSIOLOGY",48
"1879","1879",26,"CARDIAC SURGERY",55
"1880","1880",26,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",543
"1881","1881",26,"CERTIFIED NURSE MIDWIFE",25
"1882","1882",26,"CERTIFIED REGISTERED NURSE ANESTHETIST",338
"1883","1883",26,"CHIROPRACTIC",993
"1884","1884",26,"CLINICAL NURSE SPECIALIST",26
"1885","1885",26,"CLINICAL PSYCHOLOGIST",662
"1886","1886",26,"CLINICAL SOCIAL WORKER",709
"1887","1887",26,"COLORECTAL SURGERY (PROCTOLOGY)",20
"1888","1888",26,"CRITICAL CARE (INTENSIVISTS)",70
"1889","1889",26,"DERMATOLOGY",247
"1890","1890",26,"DIAGNOSTIC RADIOLOGY",741
"1891","1891",26,"EMERGENCY MEDICINE",295
"1892","1892",26,"ENDOCRINOLOGY",122
"1893","1893",26,"FAMILY PRACTICE",1649
"1894","1894",26,"GASTROENTEROLOGY",344
"1895","1895",26,"GENERAL PRACTICE",91
"1896","1896",26,"GENERAL SURGERY",451
"1897","1897",26,"GERIATRIC MEDICINE",37
"1898","1898",26,"GERIATRIC PSYCHIATRY",8
"1899","1899",26,"GYNECOLOGICAL ONCOLOGY",20
"1900","1900",26,"HAND SURGERY",38
"1901","1901",26,"HEMATOLOGY",14
"1902","1902",26,"HEMATOLOGY/ONCOLOGY",174
"1903","1903",26,"HOSPICE/PALLIATIVE CARE",17
"1904","1904",26,"INFECTIOUS DISEASE",129
"1905","1905",26,"INTERNAL MEDICINE",1952
"1906","1906",26,"INTERVENTIONAL CARDIOLOGY",65
"1907","1907",26,"INTERVENTIONAL PAIN MANAGEMENT",62
"1908","1908",26,"INTERVENTIONAL RADIOLOGY",24
"1909","1909",26,"MAXILLOFACIAL SURGERY",24
"1910","1910",26,"MEDICAL ONCOLOGY",75
"1911","1911",26,"NEPHROLOGY",181
"1912","1912",26,"NEUROLOGY",321
"1913","1913",26,"NEUROPSYCHIATRY",4
"1914","1914",26,"NEUROSURGERY",110
"1915","1915",26,"NUCLEAR MEDICINE",13
"1916","1916",26,"NURSE PRACTITIONER",354
"1917","1917",26,"OBSTETRICS/GYNECOLOGY",703
"1918","1918",26,"OCCUPATIONAL THERAPY",118
"1919","1919",26,"OPHTHALMOLOGY",375
"1920","1920",26,"OPTOMETRY",607
"1921","1921",26,"ORAL SURGERY (DENTIST ONLY)",31
"1922","1922",26,"ORTHOPEDIC SURGERY",526
"1923","1923",26,"OSTEOPATHIC MANIPULATIVE MEDICINE",11
"1924","1924",26,"OTOLARYNGOLOGY",218
"1925","1925",26,"PAIN MANAGEMENT",43
"1926","1926",26,"PATHOLOGY",292
"1927","1927",26,"PEDIATRIC MEDICINE",167
"1928","1928",26,"PERIPHERAL VASCULAR DISEASE",3
"1929","1929",26,"PHYSICAL MEDICINE AND REHABILITATION",220
"1930","1930",26,"PHYSICAL THERAPY",659
"1931","1931",26,"PHYSICIAN ASSISTANT",11
"1932","1932",26,"PLASTIC AND RECONSTRUCTIVE SURGERY",109
"1933","1933",26,"PODIATRY",401
"1934","1934",26,"PREVENTATIVE MEDICINE",8
"1935","1935",26,"PSYCHIATRY",555
"1936","1936",26,"PULMONARY DISEASE",249
"1937","1937",26,"RADIATION ONCOLOGY",125
"1938","1938",26,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",47
"1939","1939",26,"RHEUMATOLOGY",104
"1940","1940",26,"SLEEP LABORATORY/MEDICINE",6
"1941","1941",26,"SPEECH LANGUAGE PATHOLOGIST",20
"1942","1942",26,"SPORTS MEDICINE",14
"1943","1943",26,"SURGICAL ONCOLOGY",16
"1944","1944",26,"THORACIC SURGERY",70
"1945","1945",26,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",6
"1946","1946",26,"UROLOGY",218
"1947","1947",26,"VASCULAR SURGERY",63
"1948","1948",27,"ADDICTION MEDICINE",3
"1949","1949",27,"ALLERGY/IMMUNOLOGY",72
"1950","1950",27,"ANESTHESIOLOGY",1104
"1951","1951",27,"ANESTHESIOLOGY ASSISTANT",4
"1952","1952",27,"AUDIOLOGIST",77
"1953","1953",27,"CARDIAC ELECTROPHYSIOLOGY",34
"1954","1954",27,"CARDIAC SURGERY",36
"1955","1955",27,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",533
"1956","1956",27,"CERTIFIED NURSE MIDWIFE",28
"1957","1957",27,"CERTIFIED REGISTERED NURSE ANESTHETIST",313
"1958","1958",27,"CHIROPRACTIC",906
"1959","1959",27,"CLINICAL NURSE SPECIALIST",53
"1960","1960",27,"CLINICAL PSYCHOLOGIST",584
"1961","1961",27,"CLINICAL SOCIAL WORKER",659
"1962","1962",27,"COLORECTAL SURGERY (PROCTOLOGY)",32
"1963","1963",27,"CRITICAL CARE (INTENSIVISTS)",69
"1964","1964",27,"DERMATOLOGY",192
"1965","1965",27,"DIAGNOSTIC RADIOLOGY",696
"1966","1966",27,"EMERGENCY MEDICINE",295
"1967","1967",27,"ENDOCRINOLOGY",120
"1968","1968",27,"FAMILY PRACTICE",1718
"1969","1969",27,"GASTROENTEROLOGY",367
"1970","1970",27,"GENERAL PRACTICE",94
"1971","1971",27,"GENERAL SURGERY",490
"1972","1972",27,"GERIATRIC MEDICINE",33
"1973","1973",27,"GERIATRIC PSYCHIATRY",3
"1974","1974",27,"GYNECOLOGICAL ONCOLOGY",22
"1975","1975",27,"HAND SURGERY",25
"1976","1976",27,"HEMATOLOGY",11
"1977","1977",27,"HEMATOLOGY/ONCOLOGY",167
"1978","1978",27,"HOSPICE/PALLIATIVE CARE",9
"1979","1979",27,"INFECTIOUS DISEASE",137
"1980","1980",27,"INTERNAL MEDICINE",1947
"1981","1981",27,"INTERVENTIONAL CARDIOLOGY",47
"1982","1982",27,"INTERVENTIONAL PAIN MANAGEMENT",55
"1983","1983",27,"INTERVENTIONAL RADIOLOGY",32
"1984","1984",27,"MAXILLOFACIAL SURGERY",24
"1985","1985",27,"MEDICAL ONCOLOGY",64
"1986","1986",27,"NEPHROLOGY",171
"1987","1987",27,"NEUROLOGY",323
"1988","1988",27,"NEUROPSYCHIATRY",4
"1989","1989",27,"NEUROSURGERY",109
"1990","1990",27,"NUCLEAR MEDICINE",12
"1991","1991",27,"NURSE PRACTITIONER",310
"1992","1992",27,"OBSTETRICS/GYNECOLOGY",705
"1993","1993",27,"OCCUPATIONAL THERAPY",90
"1994","1994",27,"OPHTHALMOLOGY",406
"1995","1995",27,"OPTOMETRY",564
"1996","1996",27,"ORAL SURGERY (DENTIST ONLY)",40
"1997","1997",27,"ORTHOPEDIC SURGERY",504
"1998","1998",27,"OSTEOPATHIC MANIPULATIVE MEDICINE",10
"1999","1999",27,"OTOLARYNGOLOGY",221
"2000","2000",27,"PAIN MANAGEMENT",54
"2001","2001",27,"PATHOLOGY",292
"2002","2002",27,"PEDIATRIC MEDICINE",145
"2003","2003",27,"PERIPHERAL VASCULAR DISEASE",3
"2004","2004",27,"PHYSICAL MEDICINE AND REHABILITATION",198
"2005","2005",27,"PHYSICAL THERAPY",596
"2006","2006",27,"PHYSICIAN ASSISTANT",3
"2007","2007",27,"PLASTIC AND RECONSTRUCTIVE SURGERY",114
"2008","2008",27,"PODIATRY",354
"2009","2009",27,"PREVENTATIVE MEDICINE",12
"2010","2010",27,"PSYCHIATRY",598
"2011","2011",27,"PULMONARY DISEASE",265
"2012","2012",27,"RADIATION ONCOLOGY",112
"2013","2013",27,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",54
"2014","2014",27,"RHEUMATOLOGY",97
"2015","2015",27,"SLEEP LABORATORY/MEDICINE",12
"2016","2016",27,"SPEECH LANGUAGE PATHOLOGIST",15
"2017","2017",27,"SPORTS MEDICINE",11
"2018","2018",27,"SURGICAL ONCOLOGY",17
"2019","2019",27,"THORACIC SURGERY",63
"2020","2020",27,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",8
"2021","2021",27,"UROLOGY",195
"2022","2022",27,"VASCULAR SURGERY",65
"2023","2023",28,"ADDICTION MEDICINE",6
"2024","2024",28,"ALLERGY/IMMUNOLOGY",87
"2025","2025",28,"ANESTHESIOLOGY",970
"2026","2026",28,"ANESTHESIOLOGY ASSISTANT",6
"2027","2027",28,"AUDIOLOGIST",81
"2028","2028",28,"CARDIAC ELECTROPHYSIOLOGY",50
"2029","2029",28,"CARDIAC SURGERY",48
"2030","2030",28,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",530
"2031","2031",28,"CERTIFIED NURSE MIDWIFE",32
"2032","2032",28,"CERTIFIED REGISTERED NURSE ANESTHETIST",312
"2033","2033",28,"CHIROPRACTIC",731
"2034","2034",28,"CLINICAL NURSE SPECIALIST",44
"2035","2035",28,"CLINICAL PSYCHOLOGIST",581
"2036","2036",28,"CLINICAL SOCIAL WORKER",629
"2037","2037",28,"COLORECTAL SURGERY (PROCTOLOGY)",22
"2038","2038",28,"CRITICAL CARE (INTENSIVISTS)",68
"2039","2039",28,"DERMATOLOGY",209
"2040","2040",28,"DIAGNOSTIC RADIOLOGY",640
"2041","2041",28,"EMERGENCY MEDICINE",275
"2042","2042",28,"ENDOCRINOLOGY",129
"2043","2043",28,"FAMILY PRACTICE",1802
"2044","2044",28,"GASTROENTEROLOGY",369
"2045","2045",28,"GENERAL PRACTICE",102
"2046","2046",28,"GENERAL SURGERY",447
"2047","2047",28,"GERIATRIC MEDICINE",37
"2048","2048",28,"GERIATRIC PSYCHIATRY",10
"2049","2049",28,"GYNECOLOGICAL ONCOLOGY",23
"2050","2050",28,"HAND SURGERY",31
"2051","2051",28,"HEMATOLOGY",21
"2052","2052",28,"HEMATOLOGY/ONCOLOGY",181
"2053","2053",28,"HOSPICE/PALLIATIVE CARE",11
"2054","2054",28,"INFECTIOUS DISEASE",124
"2055","2055",28,"INTERNAL MEDICINE",1937
"2056","2056",28,"INTERVENTIONAL CARDIOLOGY",80
"2057","2057",28,"INTERVENTIONAL PAIN MANAGEMENT",55
"2058","2058",28,"INTERVENTIONAL RADIOLOGY",24
"2059","2059",28,"MAXILLOFACIAL SURGERY",14
"2060","2060",28,"MEDICAL ONCOLOGY",73
"2061","2061",28,"NEPHROLOGY",171
"2062","2062",28,"NEUROLOGY",301
"2063","2063",28,"NEUROPSYCHIATRY",1
"2064","2064",28,"NEUROSURGERY",105
"2065","2065",28,"NUCLEAR MEDICINE",15
"2066","2066",28,"NURSE PRACTITIONER",282
"2067","2067",28,"OBSTETRICS/GYNECOLOGY",643
