,,Unnamed: 0,X,review,user
2,1728,1728,,"bleak, dismal and utterly depressing. Yes, I take Orwell's point about the future society might have headed. I honestly think he is dead wrong. I don't think we are losing ourselves to our idols and i completely disagree. You can be in that moment of paralyzing fear and not betray your loved one. Maybe these characters couldn't but there are those in humanity who could. I like to think I would be one of them. Suffering has ever been part of mortality and it does not un-equivically lead to primitive, selfish, self-protection at all costs. I have a higher view of humanity than Orwell. Sorry Mr. Orwell that you never met decent people, but it's not all bad out there. There is hope and humanity left, amidst suffering. ",Mary Chapman
2,1729,1729,,ihan ok mut väliin tylsä,Sini
2,1731,1731,,Bottom line I didn't enjoy it. I was interested about the external wars if they were even real but that didn't get explored much so yea. I honestly didn't need a lecture about how very bad Oppressive dictatorships are. The truly funny thing is that it didn't even take an oppressive government to simplify language lol wtf idgaf stfu atm yolo blah blah blah lmao,Luis
2,1732,1732,,"Its been years since I read it... I wasnt a fan, but am thinking maybe I should give it another chance since its supposed to be a good classic. ",Jes Koopmans
2,1733,1733,,تسير مع الرواية متمنياً أن ينهزم الشر ممثلاً في الحزب والأخ الكبير ولكنه في النهاية يخيب أملك ويقول أن لا فكاك.الحبكة جيدة والمصطلحات مثل التفكير الازدواجي وشعارات الحزب غير شائعة وإن كنت أذكر أني شاهدت فيلماً يقوم على نفس الأساس.كرهت الرواية تماماً وأتمنى ألا أقرأها مرة أخرى رغم أن فيها وجه كبير من الشبه فيما يحدث بالفعل في واقعنا لكن لم ترق لي بالتأكيد أن يتحطم الأمل في مستقبل أفضل.,Ahmed Elbougha
2,1734,1734,,"I couldn't finish it, maybe I was so young I didn't like his imaginations, there weren't creative, the message has become true though!",Sina
2,1737,1737,,"I liked how this book made me think about a lot of different things, and I learned much about politics through 1984. I look at certain things in the world so differently, now, and I reference everything that has to do with government control or some higher power to ""Big Brother is Watching You!"" This book definetely affected me.",Lauren DeZelar
2,1739,1739,,"I actually have to say, that for a classic piece of SF writing, I was somewhat dissapointed. Not that it is a bad book by any means. I guess I was just expexting a lot more than it was. ",Cat
2,1741,1741,,"I... really.. did not get what the point of the book was. I don't enjoy books that go beyond the sufficient amount for being disturbing. Sure it's setting up some kind of horrid reality, but.. why? What are we supposed to take away from this? What lesson are we to learn? What was the point of reading it? The torture was excessive, excerpts for THE BOOK long and tedious (we really do not care to read a dry textbook on an imaginary history for 15 pages, do we? Cheatery lit tactic of setting up aspects of the setting without having to involve them in the story)... the relationship of Winston and Julia was out of the blue and tbh not really believable... I just don't get the point. I feel like the ideas and concepts presented could have been done so with more tact and intrigue than with such bald one dimensional plot points and characters. The only things I'm going to take away from this book are the feeling of being cheated by yet another classic, the knowledge that I never want to read it again, and that I won't be recommending it to anyone. ",Cal
2,1742,1742,,It definitely is a timeless novel. ,Jennyb1227
2,1744,1744,,One of those books you have to read in high school..it was memorable to say the least. ,Karina
2,1745,1745,,https://pointextaken.wordpress.com/20...,Aubrey Joy
2,1749,1749,,"How do I put this ... 1984 has some really interesting ideas on love vs hate, civilization, individuality, and human nature, but it all went over my head. Very long and very boring. ",Kristen Rose
2,1752,1752,,"This book honestly was torture.. It really bored me to read it. There were times where I tried to like it because I try to give every book a chance, but it kept putting itself down. Most of the time it was confusing with to much detail, especially on the inappropriate parts. I personally wouldn't recommend this book to anyone, I wouldn't want to put them through the pain of it.. ",LaRae
2,1753,1753,,"I finished the book and felt nothing but disappointment, which truly surprised me. After reading Brave New World, I immediately opened back to the first page and started again. With 1984 I restrained myself from throwing my Nook across my apartment. I think I was expecting an emotional response that never came, which left me feeling unfulfilled. I mean, it's a story about Big Brother and a government always watching and telling you what to think, which is, quite frankly, creepy. Thinking of it in a modern context should have had me really freaked out, and instead I was bored and sat there thinking ""I really should finish this. It's a classic.""So I did, but I still didn't like it.",dixie
2,1755,1755,,Seriously..I'm not a political person..though I learned a lot.but ended in a crappy sort of way.But come to think of it..Can't imagine an alternate ending!!,Kuluni
2,1757,1757,,I just don't get it. It did remind me of post World War II Communist Russia. -Audiobook,Marina Z.
2,1758,1758,,"جورج اورول در این رمان در مقام یک منتقد سیاسی است .روایت عاشقانه وینستن با جولیا که در اثنای داستان وارد میشود نیز به نظرم چیزی جز یک ابزار برای جان دادن به روایت و بیرون آوردن آن از خشکی نظریات سیاسی نویسنده نیست بناراین به هیچ وجه رمان رو عاشقانه نمیدونم. رمان در صدد به تصویر کشیدن جهانی است که سه قطب بزرگ دایما در جنگند.آنچه بیش از همه اهمیت دارد ""قدرت""است این قدرت حزب حاکم است که میگوید ""دو +دو میشود پنج"" این قدرت است که گذشته،حال و آینده را تغییر میدهد و این قدرت است که اجازه نفس کشیدن را هم بهت نمیدهد،حریم خصوصی تو ،فکر تو،عشق تو تهدیدی برای قدرت است پس ما آن را با همین قدرت به شکل دلخواهمان تغییر میدهیم و تو اراده ای نداری چرا که اراده ات هم در دست ماست .در واقع جورج اورول بیزاری خود از قدرت،حکومت و آقا بالاسر را بیان میکند ",Mohammadjavad Abbasi
2,1760,1760,,"This book freaked me out a little bit. It seemed so unrealistic that it was hard to get into at first and therefore went rather slowly for me. This book really makes you question what the role in government is supposed to be and what would have to happen for our government to become like that. It wasn't until the end of the book when Orwell started describing different types of tortures and Smith's attempt to fight back despite that that I realized that this book really is about what it means to stay human, about what length's your willing to go to cling to your humanity. The depressing part is is that in the end, under these circumstances, the answer is that it is impossible to stay human, under these circumstances people become mindless zombies, living in their own created reality, unwilling or unable to see the truth. This is a book where the main character lost, and by the end he had forgotten what he was even fighting for, by the end he was so far gone that he didn't even realize what he'd lost. The author wrote this book as a warning. This book came out just after World War II ended and there had been several extreme governments at the time. Orwell was trying to tell us what would happen if life continued this way, if people didn't start to change. Orwell underlined his point by making everything so extreme and yet at the same point plausible enough to be frightening. This book was written at a time when the future was uncertain and the immediate past was full of horrors, in this book, Orwell was trying to protect the future by warning people away from a totalitarian existence. ",Maria Freeman
2,1761,1761,,"I found this book to be on the boring side--perhaps because I feel like I had read the same story in other novels (A Brave New World or Farenheit 451). I am glad that I can finally cross it off my ""to read"" list.",Teardra
2,1762,1762,,"Disturbing dystopia which is perilously close to truth today"","" in many ways.",Norman Howe
2,1764,1764,," لا أعرف لمَ ينعدم حظي مع الروايات العالمية الشهيرة !! أسمع عن رواية فلانية وعن مدى روعة هذه الرواية وأبحث عنها وأشرع بقراءتها ..ثم أتوقف للحظة وأقول : هل .. هل هذه نفس الرواية التي كانوا يتحدثون عنها ؟ .. ثم أعود إلى الصفحة الأولى لأتأكد من عنوانها ! الرواية رائعة بلا شك من حيث المضامين المستترة التي تحتويها .. مخاوف أورويل من سيطرة القوى الكبرى على العالم .. تهميش الحرية الفردية , وأشياء سياسية بعيدة أخرى لاسبيل لي إلى التحدث فيها ..لكن .. الجو الكئيب المقبض والمبالغة اللامعقولة جعلتني أنفر منها ! .. لم أشعر وأنا أقرأها بأني أقرأ أدباً .. أعرف أن ماأقوله ربما يكون ""متطرفاً"" و ""لا معقولاً "" لكني أقول ما شعرت به بصدق .. لم المس ذلك الدفء والشعاع الذي يرافق عملاً أدبياً .. لقد كانت الرواية عبارة عن تأملات وتكهنات سياسية مصبوبة في إطار رواية .. لايوجد في الرواية تلك المشاعر الإنسانية التي يستمتع القارئ في الإحساس بها .. لقد كانت ""باردة ""جداً , وهذا جعلني أقرأ الرواية لا أعيشها ..الترجمة كانت ممتازة برأيي وبالتالي لادخل للترجمة فيما أحسسته .. لقد صورت الرواية عالماً قاتماً بارداً مخيفاً مريعاً .. بشر ليسوا ببشر .. قذارة فكرية واستبداداً مريعاً ذكرني باستبدادات أخرى نعيشها اليوم , لم تدهشني كثيراً الصفحات التي تحدثت عن المعتقلات في أوشيانيا وعن أساليب التعذيب و القمع فيها .. ما يحصل اليوم هنا ربما أفظع وبهذا تتحقق لأورويل نقطة في التبؤ وإن وقع ما تنبأ به في بلد آخر .. هناك الاستبداد نفسه .. الطاعة العمياء ذاتها .. ومبادئ تلقين الطاعة منذ الصغر .. في الرواية هناك ""الأخ الكبير "" الذي يراقبنا أينما كنا .. وعلى الواقع يوجد في كل دولة من دول العالم المتخلف نفس ذلك الأخ الكبير الذي يطلب من كل شخص أن يعبده كإله و إلا فالسجون والتعذيب ! عبقريٌ هذا الأورويل !أما فيما عدا هذا .. لم تجذبني الرواية كثيراً إذ شعرت بكآبة جمة وأنا أقرأها .. كآبة من تلك النوع التي تجثم على روحك وتخنقك طوال اليوم .. لقد وجد الأدب ليمتعنا لا ليحبطنا ! .. لذلك قلت أنني لم أصنفها كأدب..لفت نظري شيئين : أولاً تكرار العديد من الأسماء اليهودية :أوبراين , غولدشتاين .... لا أعرف ما القصد بذلك .. هل لذلك أبعاداً سياسية مثلاً ؟ثانياً : لماذا يخلو الأدب البريطاني الحديث من المشاعر الإنسانية التي نجدها في آداب الأمم الأخرى ؟ أنا لم أحكم من هذه الرواية فحسب طبعاً .. لكن إن بحث المرء لوجد أن أدب الروايات البريطانية يضم القصص البوليسية و وقصص الخيال العلمي وقصص المغامرات .. أنا لم أقرأ الأدب البريطاني الحديث كله بالطبع .. لكن .. سبحان الله .. كل رواية لكاتب بريطاني تقع في يدي تكون تحت أحد البنود السابقة !الرواية تستحق نجمتين : نجمة للخيال أو الفكرة الجديدة التبؤية .. ونجمة للمضامين المستترة التي تحتويها .. خسرت نجمة آلة الزمن والمكان .. نجمة الإمتاع .. نجمة الإبهار !كل من قرأ هذه الرواية انبهر بها إلا أنا !  سأقرأ مستقبلاً رواية أخرى له وأرجو ألا تكون بهذا السوء ! ",هديل خلوف
2,1765,1765,,was enjoying myself until about 71%...then it went downhill. only finished it on principle. glad only 3 days spent on reading it.,Deena
2,1767,1767,,"This being 2012, one wonders why I would choose to read ""1984"" now, it being a futuristic novel about a time that has come and gone without seeming very, well..., futuristic. Good question, but one without a very good answer. It was written before I was born so I missed whatever hoopla might have surrounded its release. In the 60's when I was in High School, it was still being talked about, but by then 1984 wasn't far enough in the future to grab my interest. Then the actual year 1984 went by and I forgot the book existed. Two years ago when I began this blog, I started seeing it mentioned again, that and dozens of other titles I thought I should have read a long time ago but never did. So I made a list - a list of books I feel bad about never having read and I've set myself the task of finishing the list before I ""shuffle off this mortal coil"". We'll see.So here I am with a beat-up paperback copy of ""Nineteen Eighty-Four"" in my hand. I've read it and found it fairly interesting. Some of it seems ridiculous and over-the-top, but other parts touched a nerve and were too familiar in their portrayal of how government takes control, with hardly an opposing voice, over everything we do.The main character is Winston Smith. He works for the ""Ministry of Truth"", where truth is defined by the government , and changes according to what they want you to believe today. Winston works with many others ""in 3000 rooms above ground"" continually rewriting history so that it says what ""The Party"" wants it to say.His life, and everyone else's is monitored with telescreens and microphones and the ""Thought Police"". Everything he does, everywhere he goes, who he speaks to and what he says is all known as soon as he does it. He has lived this way long enough to be fully indoctrinated into accepting that this is how it must be, that there is no way to change it, and yet he secretly wonders what life was like before it was like this. He sometimes has flashes of memory - of faces, sounds and smells from another way of life. He's curious, a seriously dangerous state to be in.In the midst of his drab existence an unheard of thing happens. A young woman slips a note to him that says simply ""I love you."" The remainder of the story is about how he responds, how they together try to live life out of ""The Party's"" reach, and how that works out for them. This book fits into the category that is now called ""dystopian"", so I don't think I'll be spoiling it for anybody when I say to not expect any happy endings.All in all I'm glad I read it. There are endless references to it in other books that I'll be able to appreciate now, and I get to cross it off my ""guilt list"". I can't say I liked it; it's dark and serious and horrifying. I do think it's worth reading though, even if you read it as I did - hoping it would soon be over so it would stop making me so uncomfortable. No pain, no gain, I guess, and I find myself a little more aware and a little more protective of the freedoms I enjoy than I was before ""Nineteen Eighty-Four"". ",Dianne
2,1768,1768,,"It starts off great, but the ending is rather disappointing. I just felt like there was no resolution. Then again, that was probably the point.",Rachel Comer
2,1769,1769,,i dont know... it is nice. it has its moments but somehow i am just not satisfied. Somehow i liked animal farm much better. i had to force myself through some parts. is it the book's premise that made this book highly rated?,Jaimit Doshi
2,1771,1771,,اسمع دي في الخلفية وانت بتقرا https://soundcloud.com/windjae/set-fi...,Amr Ibrahim.
2,1772,1772,,"This book should be required reading in all questions, actually it probably is....1984, Animal Farm and Brave New World collectively are the 3 most prescient novels written about the dangers of tyranny and the use of technology, surveillance, control and ",Leo Jacobowitz
2,1774,1774,,"All I could think was how many things are like this today. North Kprea comes to mind, especially.Also how politicos and 'talking heads' tell us what to think and how matters progress in our societies.Read this at least 50 years ago and still can't make heads or tails of it.",Agnes
2,1776,1776,,"I'm glad I read this for the sake of Knowing the Literary Canon, but I liked Animal Farm better.",Q
2,1783,1783,,The ending was sad and I didn't expect the world in this book to be so cold,Zoe Dickens
2,1784,1784,,"I read this in high school so I don't remember it very well. However, it is truer now than ever before and, just stabbing in the dark, I am sure it will only continue to be so. While things are not quite as bad as Orwell imagined, the birthplace for most of his ideas is still present. Age 14 up.",DaraB
2,1785,1785,,"I was never required to read this during school and only had a general idea of this story line before now. I like the idea of it. I do. But I had such a hard time reading this book. I became more invested about halfway through, after painfully making my way through the massive chapter containing excerpts from Goldstein's book, but even so I found myself trying to read through this as quickly as possible just so I could be done with it. I'm not an avid ebook highlighter and I did find myself using that tool several times to mark some thought provoking quotes, but that's all I got from this. I get the message and the idea behind Big Brother and all of that, but this was definitely not a book I enjoyed reading.",Breanna Meyer
2,1787,1787,,"I think current science fiction owes a huge debt to this novel. But, overall, despite being well written and a quick read, I found it so disheartening it was difficult to want to finish it. I read Animal Farm 30 years ago and did not like it any better. I am reluctant to find things that are utterly hopeless as pleasant reading.",Kim Counts
2,1788,1788,,"Blehh, depressing.",Puneet Singh
2,1789,1789,,I think I must be the only person in the world who didn't really like this book!,Carol  Starkweather
2,1790,1790,,"Good morals, I guess. but it felt like too much of an essay for me, and I really didn't care about the characters at all. The last part was pretty creepy though.",Renée
2,1792,1792,,Had to read this for high school English years ago. I remember not liking it that well at all. I guess I'm a fan of happy endings.,Shane
2,1795,1795,,Too cut and dry for my tastes. I'd rather just read an essay; they're shorter and to the point.,Geisel
2,1796,1796,,I hated the romance in this book.,Lucía
2,1797,1797,,"Ungefär 2/3 av boken var mest torr och tråkig läsning. Sista delen däremot var jävligt intressant och bra. Att boken är skriven på 40-talet gör den mer intressant, men inte tillräckligt..",Evelina
2,1799,1799,,I preferred Animal Farm..and Brave New World.,Andrea  Fuentes
2,1800,1800,,"I wanted to like this classic dystopian novel. I believe that protecting privacy and free speech are the obligation of every human. So I hoped this book would give me a picture of the risks of putting up with surveillance for the sake of protection against vague threats.Unfortunately, I couldn't get past the fact that over a third of the book was just exposition and world-building, with very little plot.When things finally did start moving, I noticed how thin all the characters were. The world was happening to them, they weren't heroes facing conflict on their way towards some goal.In the end I don't feel I learned much.Orwell DID effectively cause me to despise the party.",Brian Hazzard
2,1801,1801,,This book gave me nightmares.,R
2,1802,1802,,"I found the book to be very interesting. I enjoyed how the narrator included ideas that made you think whether it can possibly real or not. At the same time it I found 1984 extremely slow and somewhat boring. It was the fact that it included higher level words, that i didn't really understand. Overall, its a good book that makes you think!",Allie Louis
2,1803,1803,,I didn't like this book when I had to read it in high school and I am not liking it very much now. It is just so bleak. ,Darleen
2,1805,1805,,"I recommend this novel to kids because everyone at least needs to be aware of the world it creates. It's good for discussion, whether in ENglish or history classes. I have to warn the kids about the sensuality, but tell them the context. I have always disliked the novel because of its bleakness--no one to admire!",Sandra Strange
2,1807,1807,,"I found the main character really hard to warm to. i can understand that this book is brilliant and it deserves the praise it does get, but it's not my cup of tea. the underlying themes and messages were very powerful though and i respect Orwell greatly for creating something that makes so many people think so deeply and question society etc. ",Moontoast
2,1808,1808,,This is silly I know but this book gave me nightmares so I couldn't finish it. I guess the reason was because in my mind I could see some of it happening in real life. ,Jennifer Rogers
2,1809,1809,,"I hated this book, but I guess it's written well. ",AFBonanno
2,1811,1811,,"1984 is surreal distopia novel by George Orwell.The book's protagonist is Winston smith he is employed at the department of truth a place where all documents are forged to say big brother is always right. Throughout the book we see Winston question big brother, then attempt the take him down. It end with Winston being captured then tortured to death and his final words were ""I finally love big brother"". I felt 1984 was ok mainly because we see this type of book a lot, but one thing that's new is that a brighter tomorrow never happened.The ending says that nothing changed, and Winston's struggle was for nothing and if anything made big brother stronger. ",Kenyatta George
2,1812,1812,,"Starting off quite dreary, which I'm sure is the point. But I do intend to finish it...*update* I never finished it.",Katiekate
2,1813,1813,,"Laying aside it's importance as Cold War/dystopian literature, it's simply not that good a novel. The characters are two dimensional, especially Julia, and uninteresting; the plot simple and by the numbers; the writing is dull. The story only really comes alive at the end in the torture scenes between Winston and O'Brien, and even then it's O'Brien who is of interest. I couldn't bring myself to care much about Winston's fate. The denoument of Julia and Winston coming face to face post incarceration falls completely flat. I can see it's historical importance, but 20 years after the collapse of the Soviet Union, it just seems overwrought. Worth reading as history, not as literature or entertainment.",Richard
2,1814,1814,,"I realize that this book is concidered a classic but I didn't care for it. The story itself is a good story (big brother), but my problem is with most books if this era. The author treats religion like it is a thing that can either be removed or corupted and people just follow blindly. I can understand where they might think that could happen (using the Catholic church in the dark ages as an example), but they seem to forget the reformation. It was the poeple the rebelled against the corruption. That will always happen against a corrupt chruch. I also believe that man will always need somethin to believe in. A society will never let go of religion.",M.L. Chrisman
2,1817,1817,,"Too depressive too dark, I finished it but don't like it that much.",Zora
2,1818,1818,,Extremely depressing to read. Reminded me of several countries' domination of citizens. ,Pam
2,1820,1820,,This book was not what I expected. I found Part one of the book to be quite dull to be honest as it was mostly explaining how things worked in this strange world. I still found that I would just want a few minutes alone to finish it though.,Elle Mclaughlin
2,1822,1822,,"This book encompasses the slogan ""Life sucks, and then you die"". Thankfully I was warned many times over that this is not a happy story, OR a happy ending. I think I'm glad I read it... I'm not quite sure yet. I defenitly needed a pallet, or rather brain cleanser after reading this one.",Tamara Smith
2,1823,1823,,"Second in the series of “Books one of us hated in high school” that I’m reading with my friend the Monkey. She hated this one. I think I recall liking it.Oh, man did I mostly not like it this time. I am astounded that they are still making kids read it. But they are. The 6 copies at my branch library were kept in a special area for books that are often requested for class reading for teens.It was hard enough for me to think about how all the astonishing stuff at the beginning was actually astonishing in 1932-like oral contraceptives, and helicopters, and the whole concept of test tube babies-let alone asking a bunch of teenagers to do that.Very uneven. Very glib at some points and overserious at others. And I don’t get how this kid raised on a reservation becomes a self-flagilating Christian by the end. HUH??? Where’d he get these self-loathing ideas…very thin basis for that in the early story of the Savage.[EDIT: In IM conversation with TorontoMeridith, the person who suggested we read this book, I actually wasn’t quite so mean about it:I suppose that the techno wonders would have been really something in the ‘30s. Helicopters, test tube babies…even oral contraceptives, which weren’t in use until the mid-sixties, I think. And he did sort of get that reducing or eliminating the physical consequences of sex (pregnancy and disease) would deeply change our attitudes.People tried to be cavalier about sex in the late sixties, early seventies, but I think for a lot of them it caused some emotional fallout because they were, after all, raised with a different morality.]She’s clearly a good influence on me.",Sundry
2,1824,1824,,"Required high school reading. Hated it. Reading about the future (1984) in 1976 is pretty far fetched. I just didn't get it. I really did not like futuristic scifi.Maybe I would see things differently now. Don't know. Did try watching the movie last month and was bored to tears after 30 minutes and turned it off. Again, I didn't get it. Maybe I was just tired....",Billie
2,1825,1825,,"I forgot about this book, but it was absoluetly horrible, I liked the idea, thumbs up to the authors imagination, but truly there is no point to this book, everything is for nothing, the whole book was pointless, you'll see what I mean when you get to the end. ",B.H. 521
2,1826,1826,,"To this day, I wonder why I didn't read this in my AP English class. I graduated in 1984, for Pete's sake!Anyway, my book club added this to our reading list, and we read it in late 2007. Then I procrastinated writing a review on it until 2008. Frankly, it didn't blow my skirt up, so writing the review became even less interesting. Here's what I wrote on BookCrossing:Well, I did read it for book club, and sadly it was quite a while ago so I'm trying to remember enough about it to write a review. The biggest thing I remember is that I was pretty ""meh"" on it. It did create some good discussions at BBC, and we all did a lot of wondering on it. What if it were written today? What if it were updated for today? What was the point of the Che Guevara-type character? Why was the book (The Theory and Practice of Oligarchical Collectivism) reprinted in the middle of the book? And of course, the big question -- did you read the book within the book? um ... skimmed it :)I did mark some spots in it, but didn't really enjoy it enough to spend much more time on it. I'm glad I've finally read it, and that's good enough for me.Profound, no? Yeah, I have to say that I don't get the *wow* factor on this one. And although it's possible I'd like it better, or maybe have gotten more out of it if I'd read it with Ms. Counts in my senior year, perhaps the fact that we didn't read it with her is more telling than I previously thought.And I still don't get why half of the book was another book.",Antof9
2,1827,1827,,"Le livre, le film...je suis encore perdue et perplexe.",Merry
2,1830,1830,,"I listened to this book on cd while driving to and from work. To be honest, I never read it in school. So I was curious since it is referenced so much. I can certainly see it's literary value...but not an enjoyable read. It appears to have been a timely piece. It strips all the glory and higher ideals from communism and leaves it bared as an ugly beast. This book is the exact opposite of The Giver, if anyone has ever read that. Very depressing. ",Mindy
2,1831,1831,,"I know its a ""classic"" but I really didn't care for it. Didn't like the movie either.",Robbie
2,1832,1832,,Ugh.,Andrew David
2,1833,1833,,"Assigned summer readingI didn't enjoy this book very much because I didn't the Newspeak or the Government aspect of the book. Also, I didn't like how traditional their reactions were, they were almost neutral at points during the book when I would've been fuming in anger or elated. So their emotion and the complexity of their government, plus the lack of history and making sure the reader understood it gave it a two.",Alexis Redden
2,1834,1834,,"While I enjoyed the idea of 1984, I just couldn't handle the writing, the newspeak. I found it too hard to follow along. ",Beckey
2,1835,1835,,"During: This book is hard to get through for me. I do like how Smith wants to rebel against the thought police and to kind of start a revolution. But, I think it is too risky and he will get caught.After: I really didn't like how this boook ended and you didn't know for sure if he was going to be killed or not. I also didn't like the scenes and description of torture and didn't really understand why he was released. ",Jaya Sutliff
2,1839,1839,,"Finally! Very tiresome, only gets better at around 70% off the book. -.-",Rossana
2,1843,1843,,"This isn't a novel. It is an essay. At times, it even drops all pretense and presents itself for what it is: a political dissertation. I for one prefer a novel to have a recognizable plot and relatable characters. I have no problem per se with a novel that contains social commentary (Dickens was particularly skilled at that), but I do not enjoy commentary that is merely written in the format of a novel.",Grant Raymond
2,1844,1844,,"the beginning had me hooked, but after about two hundred pages it became way too political and symbolic for me. i understand that was one of the main purposes of this book, but i would have enjoyed it much more reading it for a literature class with others to help me make sense of it all.",Megan Bell
2,1845,1845,,هذه الرواية اثيرت حولها كثير من الضجة ولعل اروع مافيها هي انها تسبق عصرها كثيرا وفيها الكثير من النبؤات الا ان مايعيبها هو التكرار الممل جدا جدا فالفكرة نفسها يمكن ان تختصر كثيرا وبالتالي يمكن اختصار الرواية الى قرابة ال 100 صفحة فقط وهذا كثير عليها ايضا بالاختصار ... لولا الرؤية التنبؤية في هذه الرواية لما اعطيتها سوى نجمة لذلك فيكفيها نجمتين فقط مقتطفات- وتعجب للحظة من تلك القوة المرعبة التي تبدت من صرخة انطلقت من الحناجر لماذا؟ لا يصرخن مثل هذه الصرخة من اجل شيء له قيمته؟- .. لن يثورو حتى يعوا ولن يعوا حتى يثورو- في زمن من الازمان كان الجنون الاعتقاد بان الارض تدور حول الشمس اما اليوم فالجنون ان تعتقد ان الماضي غير قابل للتبديل- ان القذائف الصاروخية التي تتساقط يوميا علي لندن هي من قبل حكومة اوقيانيا نفسها لكي تبقي الشعب في حالة فزع ,Fathi Al_Qadasi
2,1848,1848,,"1984 was an interesting read showing that people can make differences whether they know it or not. Also the fact that life doesn't always have happy endings, and its up to us to change that outcome. ",Jonah Leyvas
2,1849,1849,,I was not a huge fan of the book. It was rather slow and took a while to get used to the kind of thinking that went along with reading it. ,Allie Brayton
2,1850,1850,,"I can't help feeling that this is just a re-do of Animal Farm, seen as he wrote it just after. He probably thought ""I enjoyed writing that so much, I'll write another one.With the same message, same dystopia setting just with more detail and on a bigger scale."" Despite this it is well written and I enjoyed my hope being crushed at the end. But overall a bit too samey for me, and other things were neglected for the complicated new world to be created (not dissimilar to a cult book like LoTR series).",Gaby Harrison
2,1853,1853,,"I did not enjoy this one so much. I Found the ending to be seriously lacking, and picked it up due to its status as a classic in literature. The whole story felt bland to me. Not much else to say here.",Wishkid
2,1854,1854,,Good essay. Bad novel.,Lookout  Farm
2,1856,1856,,"I thought the concepts of 1984 were interesting. The only part I was completely enthralled in was the 'book within a book' section. I found it remarkable that it was written such a long time ago and still to this day it can relate to modern life. Other than that though I found the characters a little dry and all in all I wasn't impressed. Mind you I did have to read an analyze the book for my grade twelve english class, so that generally ruins the novel.",Colleen Marie
2,1857,1857,,1984 is a great dystopian novel that really shows and expresses the horrors of communism and what it could become in the future. The ideas of this world are innovative and twisted. The writing is overly descriptive. The plot is interesting. Some parts are enticing while others are boring. The world that these characters live in is crazy and makes one think if the world could really become like this... ,Rachel  (APCB Reviews)
2,1858,1858,,"Whew! What a long journey this book and I have gone through! First of all, this was an assigned school book so I had to go at a snail's pace. Second of all, I HATED Winston. What a gross main character. He just flat out revolted me. And the ending! What a disappointment! This book should not be deemed as a ""classic."" Pride and Prejudice is a classic, not this badly constructed piece of STUFF.",Ronaldo7
2,1860,1860,,1984 is a descent novel. The story of Winston and Julia's love is compelling. I just didn't like the end. It could have gone on a little more because it wasn't rebellious. ,Katie Hunter
2,1864,1864,,بيانش خوب نبود.,Hamidreza
2,1869,1869,,Ew. Did not like.,Bonnie DeZelar
2,1871,1871,,I had to read this for class and it was just so unbearable. The guy practically had two things in mind: intercourse and Big Brother. The ending was especially annoying and made me feel like I wasted my time even more. 2+2=5 everyone!,Thanh Tho
2,1872,1872,,"	1984 is a novel about life in a dystopia, Winston Smith lives in a world where the government is in control of everything, every aspect of life. The government/ the inner party limits the knowledge of ones’ mind, they are assigned to different positions in society. Winston is part of the outer party, he works for the government, he rewrites history. But Winston isn’t like all the other members in society; he doesn’t like being censored form the truth. He is determined to find out the truth, was life better before or after the war. The government claims that people are now living in much better conditions than the past, but there’s no proof of that since history was rewritten by the government. Winston believes there’s a group called the Brotherhood, people like him that is secretly against the government. He finds out there is such thing and he joins thinking he can change the way people are living now and make it better.	Winston meets a woman, Julia who thinks having sex is a way of rebelling against the government. Because of this, Julia and Winston has something in common, they want to be who they are and be against the government. But they realized that betrayal always comes in play. Betrayal became an important issue in this part of the story because, when Julia and Winston were caught for having an affair, they were tortured till they pointed each other out. Torture broke their promise together and fractured their love. “‘I betrayed you,’ she said baldly. ‘I betrayed you,’ he said.” (Orwell 292) They betrayed each other to survive. ",Shibei
2,1874,1874,,Repetitivo,Aroaspirin
2,1875,1875,,"The book didn't have very much action in it so it kind of became boring. The plot line was very unique though; it was interesting how Winston didn't win in the end because in most books the main character wins. Also, how Winston started loving Big Brother was very interesting because in the beginning all Winston wanted to do was rebel.Utopia/Distopia ",Katie Stout
2,1876,1876,,"scarey, but true",Penny
2,1877,1877,,"1984 is a very well-known science fiction book. It is recommended for kids ages 16 and up. I read this book when I was 16, for my English class. I really disliked the book itself. It is really well known, and the writing itself is really quite interesting, but the story line is shaky at best. The book is all about the life of a man who lives in a world where everything is controlled by the government and everyone is watched by the government. Which the book in theory sounds like an interesting concept, but it has to be executed very carefully, which is something George Orwell failed to do. But the story is what draws people in. The story is what hooks readers, but the writing itself, in my opinion is awful. The amount you could do with the concept of the story is ridiculous; I mean the possibilities really are endless. But this story just kind of falls on its face, because of the way the world itself is described. It is described relatively detailed, but in a way that is very expected. This book is predictable, which is what the letdown of it all is.",Rachel Burke
2,1878,1878,,"Maybe I am ruined by the sheer volume of dystopic novels. Maybe it would have been better if read before all these others, when it still fairly original. Anyway, there was enough creep factor to keep me going. ",Lorilee
2,1880,1880,,"Even though it is /the/ novel that set the standard for the genre, I did not particularly enjoy it. It does not hold a candle to Brave New World when it comes to truly showing what a sliding world into dystopia could be. It was surprisingly crude and unimaginative in comparison, simply slapping some science fiction on the Soviet model. In terms of literary merit, I enjoyed ""Coming up for air"" much more than 1984. All in all an okay read but Orwell has done much better.",Abdelrahman
2,1881,1881,,Bored. To. Tears.,Lady Heather
