Commodity_Description,Country_Code,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_Description,Value
"Meal, Fish",US,2014,2015,8,57,Imports,(1000 MT),40
"Meal, Fish",US,2014,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Fish",US,2014,2015,8,28,Production,(1000 MT),345
"Meal, Peanut",US,1999,2015,8,125,Domestic Consumption,(1000 MT),127
"Meal, Peanut",US,1999,2015,8,88,Exports,(1000 MT),6
"Meal, Peanut",US,1999,2015,8,57,Imports,(1000 MT),2
"Meal, Peanut",US,1999,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,1999,2015,8,28,Production,(1000 MT),132
"Meal, Peanut",US,2000,2015,8,125,Domestic Consumption,(1000 MT),102
"Meal, Peanut",US,2000,2015,8,88,Exports,(1000 MT),5
"Meal, Peanut",US,2000,2015,8,57,Imports,(1000 MT),3
"Meal, Peanut",US,2000,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2000,2015,8,28,Production,(1000 MT),104
"Meal, Peanut",US,2001,2015,8,125,Domestic Consumption,(1000 MT),137
"Meal, Peanut",US,2001,2015,8,88,Exports,(1000 MT),4
"Meal, Peanut",US,2001,2015,8,57,Imports,(1000 MT),5
"Meal, Peanut",US,2001,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2001,2015,8,28,Production,(1000 MT),135
"Meal, Peanut",US,2002,2015,8,125,Domestic Consumption,(1000 MT),161
"Meal, Peanut",US,2002,2015,8,88,Exports,(1000 MT),6
"Meal, Peanut",US,2002,2015,8,57,Imports,(1000 MT),8
"Meal, Peanut",US,2002,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2002,2015,8,28,Production,(1000 MT),162
"Meal, Peanut",US,2003,2015,8,125,Domestic Consumption,(1000 MT),111
"Meal, Peanut",US,2003,2015,8,88,Exports,(1000 MT),2
"Meal, Peanut",US,2003,2015,8,57,Imports,(1000 MT),9
"Meal, Peanut",US,2003,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2003,2015,8,28,Production,(1000 MT),103
"Meal, Peanut",US,2004,2015,8,125,Domestic Consumption,(1000 MT),87
"Meal, Peanut",US,2004,2015,8,88,Exports,(1000 MT),1
"Meal, Peanut",US,2004,2015,8,57,Imports,(1000 MT),8
"Meal, Peanut",US,2004,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2004,2015,8,28,Production,(1000 MT),78
"Meal, Peanut",US,2005,2015,8,125,Domestic Consumption,(1000 MT),107
"Meal, Peanut",US,2005,2015,8,88,Exports,(1000 MT),8
"Meal, Peanut",US,2005,2015,8,57,Imports,(1000 MT),10
"Meal, Peanut",US,2005,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2005,2015,8,28,Production,(1000 MT),106
"Meal, Peanut",US,2006,2015,8,125,Domestic Consumption,(1000 MT),107
"Meal, Peanut",US,2006,2015,8,88,Exports,(1000 MT),3
"Meal, Peanut",US,2006,2015,8,57,Imports,(1000 MT),10
"Meal, Peanut",US,2006,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2006,2015,8,28,Production,(1000 MT),101
"Meal, Peanut",US,2007,2015,8,125,Domestic Consumption,(1000 MT),105
"Meal, Peanut",US,2007,2015,8,88,Exports,(1000 MT),4
"Meal, Peanut",US,2007,2015,8,57,Imports,(1000 MT),12
"Meal, Peanut",US,2007,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2007,2015,8,28,Production,(1000 MT),96
"Meal, Peanut",US,2008,2015,8,125,Domestic Consumption,(1000 MT),92
"Meal, Peanut",US,2008,2015,8,88,Exports,(1000 MT),3
"Meal, Peanut",US,2008,2015,8,57,Imports,(1000 MT),8
"Meal, Peanut",US,2008,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2008,2015,8,28,Production,(1000 MT),87
"Meal, Peanut",US,2009,2015,8,125,Domestic Consumption,(1000 MT),83
"Meal, Peanut",US,2009,2015,8,88,Exports,(1000 MT),1
"Meal, Peanut",US,2009,2015,8,57,Imports,(1000 MT),1
"Meal, Peanut",US,2009,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2009,2015,8,28,Production,(1000 MT),84
"Meal, Peanut",US,2010,2015,8,125,Domestic Consumption,(1000 MT),102
"Meal, Peanut",US,2010,2015,8,88,Exports,(1000 MT),11
"Meal, Peanut",US,2010,2015,8,57,Imports,(1000 MT),1
"Meal, Peanut",US,2010,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2010,2015,8,28,Production,(1000 MT),113
"Meal, Peanut",US,2011,2015,8,125,Domestic Consumption,(1000 MT),98
"Meal, Peanut",US,2011,2015,8,88,Exports,(1000 MT),16
"Meal, Peanut",US,2011,2015,8,57,Imports,(1000 MT),1
"Meal, Peanut",US,2011,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2011,2015,8,28,Production,(1000 MT),113
"Meal, Peanut",US,2012,2015,8,125,Domestic Consumption,(1000 MT),111
"Meal, Peanut",US,2012,2015,8,88,Exports,(1000 MT),13
"Meal, Peanut",US,2012,2015,8,57,Imports,(1000 MT),1
"Meal, Peanut",US,2012,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2012,2015,8,28,Production,(1000 MT),123
"Meal, Peanut",US,2013,2015,8,125,Domestic Consumption,(1000 MT),118
"Meal, Peanut",US,2013,2015,8,88,Exports,(1000 MT),6
"Meal, Peanut",US,2013,2015,8,57,Imports,(1000 MT),2
"Meal, Peanut",US,2013,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Peanut",US,2013,2015,8,28,Production,(1000 MT),122
"Meal, Rapeseed",US,1990,2009,8,125,Domestic Consumption,(1000 MT),389
"Meal, Rapeseed",US,1990,2009,8,88,Exports,(1000 MT),0
"Meal, Rapeseed",US,1990,2009,8,57,Imports,(1000 MT),340
"Meal, Rapeseed",US,1990,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,1990,2009,8,28,Production,(1000 MT),49
"Meal, Rapeseed",US,1991,2009,8,125,Domestic Consumption,(1000 MT),594
"Meal, Rapeseed",US,1991,2009,8,88,Exports,(1000 MT),0
"Meal, Rapeseed",US,1991,2009,8,57,Imports,(1000 MT),564
"Meal, Rapeseed",US,1991,2009,8,140,Industrial Dom. Cons.,(1000 MT),1
"Meal, Rapeseed",US,1991,2009,8,28,Production,(1000 MT),30
"Meal, Rapeseed",US,2013,2015,8,125,Domestic Consumption,(1000 MT),4310
"Meal, Rapeseed",US,2013,2015,8,88,Exports,(1000 MT),45
"Meal, Rapeseed",US,2013,2015,8,57,Imports,(1000 MT),3385
"Meal, Rapeseed",US,2013,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,2013,2015,8,28,Production,(1000 MT),970
"Meal, Soybean",US,2012,2015,8,125,Domestic Consumption,(1000 MT),26308
"Meal, Soybean",US,2012,2015,8,88,Exports,(1000 MT),10111
"Meal, Soybean",US,2012,2015,8,57,Imports,(1000 MT),222
"Meal, Soybean",US,2012,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2012,2015,8,28,Production,(1000 MT),36174
"Meal, Soybean",US,2013,2015,8,125,Domestic Consumption,(1000 MT),26804
"Meal, Soybean",US,2013,2015,8,88,Exports,(1000 MT),10474
"Meal, Soybean",US,2013,2015,8,57,Imports,(1000 MT),347
"Meal, Soybean",US,2013,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,2013,2015,8,28,Production,(1000 MT),36909
"Meal, Sunflowerseed",US,1996,2015,8,125,Domestic Consumption,(1000 MT),419
"Meal, Sunflowerseed",US,1996,2015,8,88,Exports,(1000 MT),21
"Meal, Sunflowerseed",US,1996,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,1996,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,1996,2015,8,28,Production,(1000 MT),440
"Meal, Sunflowerseed",US,1997,2015,8,125,Domestic Consumption,(1000 MT),481
"Meal, Sunflowerseed",US,1997,2015,8,88,Exports,(1000 MT),13
"Meal, Sunflowerseed",US,1997,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,1997,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,1997,2015,8,28,Production,(1000 MT),494
"Meal, Sunflowerseed",US,1998,2015,8,125,Domestic Consumption,(1000 MT),524
"Meal, Sunflowerseed",US,1998,2015,8,88,Exports,(1000 MT),41
"Meal, Sunflowerseed",US,1998,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,1998,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,1998,2015,8,28,Production,(1000 MT),565
"Meal, Sunflowerseed",US,1999,2015,8,125,Domestic Consumption,(1000 MT),519
"Meal, Sunflowerseed",US,1999,2015,8,88,Exports,(1000 MT),21
"Meal, Sunflowerseed",US,1999,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,1999,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,1999,2015,8,28,Production,(1000 MT),540
"Meal, Sunflowerseed",US,2000,2015,8,125,Domestic Consumption,(1000 MT),444
"Meal, Sunflowerseed",US,2000,2015,8,88,Exports,(1000 MT),8
"Meal, Sunflowerseed",US,2000,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2000,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2000,2015,8,28,Production,(1000 MT),452
"Meal, Sunflowerseed",US,2001,2015,8,125,Domestic Consumption,(1000 MT),354
"Meal, Sunflowerseed",US,2001,2015,8,88,Exports,(1000 MT),26
"Meal, Sunflowerseed",US,2001,2015,8,57,Imports,(1000 MT),26
"Meal, Sunflowerseed",US,2001,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2001,2015,8,28,Production,(1000 MT),354
"Meal, Sunflowerseed",US,2002,2015,8,125,Domestic Consumption,(1000 MT),230
"Meal, Sunflowerseed",US,2002,2015,8,88,Exports,(1000 MT),3
"Meal, Sunflowerseed",US,2002,2015,8,57,Imports,(1000 MT),63
"Meal, Sunflowerseed",US,2002,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2002,2015,8,28,Production,(1000 MT),170
"Meal, Sunflowerseed",US,2003,2015,8,125,Domestic Consumption,(1000 MT),307
"Meal, Sunflowerseed",US,2003,2015,8,88,Exports,(1000 MT),12
"Meal, Sunflowerseed",US,2003,2015,8,57,Imports,(1000 MT),20
"Meal, Sunflowerseed",US,2003,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2003,2015,8,28,Production,(1000 MT),299
"Meal, Sunflowerseed",US,2004,2015,8,125,Domestic Consumption,(1000 MT),132
"Meal, Sunflowerseed",US,2004,2015,8,88,Exports,(1000 MT),3
"Meal, Sunflowerseed",US,2004,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2004,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2004,2015,8,28,Production,(1000 MT),135
"Meal, Sunflowerseed",US,2005,2015,8,125,Domestic Consumption,(1000 MT),291
"Meal, Sunflowerseed",US,2005,2015,8,88,Exports,(1000 MT),6
"Meal, Sunflowerseed",US,2005,2015,8,57,Imports,(1000 MT),5
"Meal, Sunflowerseed",US,2005,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2005,2015,8,28,Production,(1000 MT),292
"Meal, Sunflowerseed",US,2006,2015,8,125,Domestic Consumption,(1000 MT),324
"Meal, Sunflowerseed",US,2006,2015,8,88,Exports,(1000 MT),13
"Meal, Sunflowerseed",US,2006,2015,8,57,Imports,(1000 MT),20
"Meal, Sunflowerseed",US,2006,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2006,2015,8,28,Production,(1000 MT),317
"Meal, Sunflowerseed",US,2007,2015,8,125,Domestic Consumption,(1000 MT),317
"Meal, Sunflowerseed",US,2007,2015,8,88,Exports,(1000 MT),17
"Meal, Sunflowerseed",US,2007,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2007,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2007,2015,8,28,Production,(1000 MT),334
"Meal, Sunflowerseed",US,2008,2015,8,125,Domestic Consumption,(1000 MT),335
"Meal, Sunflowerseed",US,2008,2015,8,88,Exports,(1000 MT),7
"Meal, Sunflowerseed",US,2008,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2008,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2008,2015,8,28,Production,(1000 MT),342
"Meal, Sunflowerseed",US,2009,2015,8,125,Domestic Consumption,(1000 MT),376
"Meal, Sunflowerseed",US,2009,2015,8,88,Exports,(1000 MT),6
"Meal, Sunflowerseed",US,2009,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2009,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2009,2015,8,28,Production,(1000 MT),382
"Meal, Sunflowerseed",US,2010,2015,8,125,Domestic Consumption,(1000 MT),255
"Meal, Sunflowerseed",US,2010,2015,8,88,Exports,(1000 MT),3
"Meal, Sunflowerseed",US,2010,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2010,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2010,2015,8,28,Production,(1000 MT),258
"Meal, Sunflowerseed",US,2011,2015,8,125,Domestic Consumption,(1000 MT),171
"Meal, Sunflowerseed",US,2011,2015,8,88,Exports,(1000 MT),3
"Meal, Sunflowerseed",US,2011,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2011,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2011,2015,8,28,Production,(1000 MT),174
"Meal, Sunflowerseed",US,2012,2015,8,125,Domestic Consumption,(1000 MT),210
"Meal, Sunflowerseed",US,2012,2015,8,88,Exports,(1000 MT),19
"Meal, Sunflowerseed",US,2012,2015,8,57,Imports,(1000 MT),0
"Meal, Sunflowerseed",US,2012,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2012,2015,8,28,Production,(1000 MT),229
"Meal, Sunflowerseed",US,2013,2015,8,125,Domestic Consumption,(1000 MT),233
"Meal, Sunflowerseed",US,2013,2015,8,88,Exports,(1000 MT),8
"Meal, Sunflowerseed",US,2013,2015,8,57,Imports,(1000 MT),11
"Meal, Sunflowerseed",US,2013,2015,8,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Sunflowerseed",US,2013,2015,8,28,Production,(1000 MT),230
Oats,US,2004,2006,8,125,Domestic Consumption,(1000 MT),3297
Oats,US,2004,2006,8,88,Exports,(1000 MT),39
Oats,US,2004,2006,8,192,FSI Consumption,(1000 MT),1074
Oats,US,2004,2006,8,57,Imports,(1000 MT),1557
Oats,US,2004,2006,8,28,Production,(1000 MT),1679
Oats,US,2005,2007,8,125,Domestic Consumption,(1000 MT),3287
Oats,US,2005,2007,8,88,Exports,(1000 MT),30
Oats,US,2005,2007,8,192,FSI Consumption,(1000 MT),1070
Oats,US,2005,2007,8,57,Imports,(1000 MT),1572
Oats,US,2005,2007,8,28,Production,(1000 MT),1667
Oats,US,2012,2015,8,125,Domestic Consumption,(1000 MT),2743
Oats,US,2012,2015,8,88,Exports,(1000 MT),20
Oats,US,2012,2015,8,192,FSI Consumption,(1000 MT),1101
Oats,US,2012,2015,8,57,Imports,(1000 MT),1601
Oats,US,2012,2015,8,28,Production,(1000 MT),892
Oats,US,2013,2015,8,125,Domestic Consumption,(1000 MT),2757
Oats,US,2013,2015,8,88,Exports,(1000 MT),23
Oats,US,2013,2015,8,192,FSI Consumption,(1000 MT),1063
Oats,US,2013,2015,8,57,Imports,(1000 MT),1674
Oats,US,2013,2015,8,28,Production,(1000 MT),938
"Oil, Coconut",US,1988,2009,8,125,Domestic Consumption,(1000 MT),411
"Oil, Coconut",US,1988,2009,8,88,Exports,(1000 MT),25
"Oil, Coconut",US,1988,2009,8,57,Imports,(1000 MT),353
"Oil, Coconut",US,1988,2009,8,140,Industrial Dom. Cons.,(1000 MT),217
"Oil, Coconut",US,1988,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,1989,2009,8,125,Domestic Consumption,(1000 MT),391
"Oil, Coconut",US,1989,2009,8,88,Exports,(1000 MT),20
"Oil, Coconut",US,1989,2009,8,57,Imports,(1000 MT),471
"Oil, Coconut",US,1989,2009,8,140,Industrial Dom. Cons.,(1000 MT),212
"Oil, Coconut",US,1989,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,1990,2009,8,125,Domestic Consumption,(1000 MT),407
"Oil, Coconut",US,1990,2009,8,88,Exports,(1000 MT),23
"Oil, Coconut",US,1990,2009,8,57,Imports,(1000 MT),429
"Oil, Coconut",US,1990,2009,8,140,Industrial Dom. Cons.,(1000 MT),226
"Oil, Coconut",US,1990,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,1991,2009,8,125,Domestic Consumption,(1000 MT),412
"Oil, Coconut",US,1991,2009,8,88,Exports,(1000 MT),10
"Oil, Coconut",US,1991,2009,8,57,Imports,(1000 MT),380
"Oil, Coconut",US,1991,2009,8,140,Industrial Dom. Cons.,(1000 MT),230
"Oil, Coconut",US,1991,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,1992,2009,8,125,Domestic Consumption,(1000 MT),491
"Oil, Coconut",US,1992,2009,8,88,Exports,(1000 MT),7
"Oil, Coconut",US,1992,2009,8,57,Imports,(1000 MT),527
"Oil, Coconut",US,1992,2009,8,140,Industrial Dom. Cons.,(1000 MT),295
"Oil, Coconut",US,1992,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,1998,2009,8,125,Domestic Consumption,(1000 MT),443
"Oil, Coconut",US,1998,2009,8,88,Exports,(1000 MT),5
"Oil, Coconut",US,1998,2009,8,57,Imports,(1000 MT),339
"Oil, Coconut",US,1998,2009,8,140,Industrial Dom. Cons.,(1000 MT),256
"Oil, Coconut",US,1998,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,1999,2009,8,125,Domestic Consumption,(1000 MT),416
"Oil, Coconut",US,1999,2009,8,88,Exports,(1000 MT),6
"Oil, Coconut",US,1999,2009,8,57,Imports,(1000 MT),415
"Oil, Coconut",US,1999,2009,8,140,Industrial Dom. Cons.,(1000 MT),240
"Oil, Coconut",US,1999,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,2001,2009,8,125,Domestic Consumption,(1000 MT),508
"Oil, Coconut",US,2001,2009,8,88,Exports,(1000 MT),3
"Oil, Coconut",US,2001,2009,8,57,Imports,(1000 MT),496
"Oil, Coconut",US,2001,2009,8,140,Industrial Dom. Cons.,(1000 MT),287
"Oil, Coconut",US,2001,2009,8,28,Production,(1000 MT),0
"Oil, Coconut",US,2007,2012,8,125,Domestic Consumption,(1000 MT),508
"Oil, Coconut",US,2007,2012,8,88,Exports,(1000 MT),4
"Oil, Coconut",US,2007,2012,8,57,Imports,(1000 MT),536
"Oil, Coconut",US,2007,2012,8,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2007,2012,8,28,Production,(1000 MT),0
"Oil, Coconut",US,2008,2012,8,125,Domestic Consumption,(1000 MT),428
"Oil, Coconut",US,2008,2012,8,88,Exports,(1000 MT),6
"Oil, Coconut",US,2008,2012,8,57,Imports,(1000 MT),435
"Oil, Coconut",US,2008,2012,8,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2008,2012,8,28,Production,(1000 MT),0
"Oil, Coconut",US,2009,2012,8,125,Domestic Consumption,(1000 MT),598
"Oil, Coconut",US,2009,2012,8,88,Exports,(1000 MT),6
"Oil, Coconut",US,2009,2012,8,57,Imports,(1000 MT),605
"Oil, Coconut",US,2009,2012,8,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2009,2012,8,28,Production,(1000 MT),0
"Oil, Coconut",US,2013,2015,8,125,Domestic Consumption,(1000 MT),513
"Oil, Coconut",US,2013,2015,8,88,Exports,(1000 MT),17
"Oil, Coconut",US,2013,2015,8,57,Imports,(1000 MT),530
"Oil, Coconut",US,2013,2015,8,140,Industrial Dom. Cons.,(1000 MT),300
"Oil, Coconut",US,2013,2015,8,28,Production,(1000 MT),0
"Oil, Cottonseed",US,1989,2009,8,125,Domestic Consumption,(1000 MT),347
"Oil, Cottonseed",US,1989,2009,8,88,Exports,(1000 MT),161
"Oil, Cottonseed",US,1989,2009,8,57,Imports,(1000 MT),6
"Oil, Cottonseed",US,1989,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1989,2009,8,28,Production,(1000 MT),471
"Oil, Cottonseed",US,1991,2009,8,125,Domestic Consumption,(1000 MT),500
"Oil, Cottonseed",US,1991,2009,8,88,Exports,(1000 MT),115
"Oil, Cottonseed",US,1991,2009,8,57,Imports,(1000 MT),8
"Oil, Cottonseed",US,1991,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1991,2009,8,28,Production,(1000 MT),580
"Oil, Cottonseed",US,1993,2009,8,125,Domestic Consumption,(1000 MT),397
"Oil, Cottonseed",US,1993,2009,8,88,Exports,(1000 MT),112
"Oil, Cottonseed",US,1993,2009,8,57,Imports,(1000 MT),12
"Oil, Cottonseed",US,1993,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1993,2009,8,28,Production,(1000 MT),508
"Oil, Cottonseed",US,1994,2009,8,125,Domestic Consumption,(1000 MT),453
"Oil, Cottonseed",US,1994,2009,8,88,Exports,(1000 MT),153
"Oil, Cottonseed",US,1994,2009,8,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,1994,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1994,2009,8,28,Production,(1000 MT),595
"Oil, Cottonseed",US,1995,2009,8,125,Domestic Consumption,(1000 MT),451
"Oil, Cottonseed",US,1995,2009,8,88,Exports,(1000 MT),100
"Oil, Cottonseed",US,1995,2009,8,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,1995,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1995,2009,8,28,Production,(1000 MT),557
"Oil, Cottonseed",US,1997,2009,8,125,Domestic Consumption,(1000 MT),455
"Oil, Cottonseed",US,1997,2009,8,88,Exports,(1000 MT),94
"Oil, Cottonseed",US,1997,2009,8,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,1997,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1997,2009,8,28,Production,(1000 MT),555
"Oil, Cottonseed",US,1998,2009,8,125,Domestic Consumption,(1000 MT),348
"Oil, Cottonseed",US,1998,2009,8,88,Exports,(1000 MT),50
"Oil, Cottonseed",US,1998,2009,8,57,Imports,(1000 MT),19
"Oil, Cottonseed",US,1998,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1998,2009,8,28,Production,(1000 MT),377
"Oil, Cottonseed",US,1999,2009,8,125,Domestic Consumption,(1000 MT),378
"Oil, Cottonseed",US,1999,2009,8,88,Exports,(1000 MT),64
"Oil, Cottonseed",US,1999,2009,8,57,Imports,(1000 MT),4
"Oil, Cottonseed",US,1999,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,1999,2009,8,28,Production,(1000 MT),426
"Oil, Cottonseed",US,2003,2009,8,125,Domestic Consumption,(1000 MT),313
"Oil, Cottonseed",US,2003,2009,8,88,Exports,(1000 MT),50
"Oil, Cottonseed",US,2003,2009,8,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,2003,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2003,2009,8,28,Production,(1000 MT),396
"Oil, Cottonseed",US,2004,2009,8,125,Domestic Consumption,(1000 MT),424
"Oil, Cottonseed",US,2004,2009,8,88,Exports,(1000 MT),26
"Oil, Cottonseed",US,2004,2009,8,57,Imports,(1000 MT),1
"Oil, Cottonseed",US,2004,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2004,2009,8,28,Production,(1000 MT),434
"Oil, Cottonseed",US,2005,2009,8,125,Domestic Consumption,(1000 MT),390
"Oil, Cottonseed",US,2005,2009,8,88,Exports,(1000 MT),31
"Oil, Cottonseed",US,2005,2009,8,57,Imports,(1000 MT),1
"Oil, Cottonseed",US,2005,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2005,2009,8,28,Production,(1000 MT),431
"Oil, Cottonseed",US,2011,2014,8,125,Domestic Consumption,(1000 MT),260
"Oil, Cottonseed",US,2011,2014,8,88,Exports,(1000 MT),117
"Oil, Cottonseed",US,2011,2014,8,57,Imports,(1000 MT),5
"Oil, Cottonseed",US,2011,2014,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2011,2014,8,28,Production,(1000 MT),342
"Oil, Olive",US,1991,2009,8,125,Domestic Consumption,(1000 MT),102
"Oil, Olive",US,1991,2009,8,88,Exports,(1000 MT),6
"Oil, Olive",US,1991,2009,8,57,Imports,(1000 MT),107
"Oil, Olive",US,1991,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,1991,2009,8,28,Production,(1000 MT),1
"Oil, Olive",US,1992,2009,8,125,Domestic Consumption,(1000 MT),117
"Oil, Olive",US,1992,2009,8,88,Exports,(1000 MT),7
"Oil, Olive",US,1992,2009,8,57,Imports,(1000 MT),123
"Oil, Olive",US,1992,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,1992,2009,8,28,Production,(1000 MT),1
"Oil, Olive",US,1997,2009,8,125,Domestic Consumption,(1000 MT),153
"Oil, Olive",US,1997,2009,8,88,Exports,(1000 MT),9
"Oil, Olive",US,1997,2009,8,57,Imports,(1000 MT),161
"Oil, Olive",US,1997,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,1997,2009,8,28,Production,(1000 MT),1
"Oil, Olive",US,1998,2009,8,125,Domestic Consumption,(1000 MT),164
"Oil, Olive",US,1998,2009,8,88,Exports,(1000 MT),7
"Oil, Olive",US,1998,2009,8,57,Imports,(1000 MT),170
"Oil, Olive",US,1998,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,1998,2009,8,28,Production,(1000 MT),1
"Oil, Olive",US,2002,2009,8,125,Domestic Consumption,(1000 MT),215
"Oil, Olive",US,2002,2009,8,88,Exports,(1000 MT),6
"Oil, Olive",US,2002,2009,8,57,Imports,(1000 MT),220
"Oil, Olive",US,2002,2009,8,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,2002,2009,8,28,Production,(1000 MT),1
"Oil, Olive",US,2008,2015,8,125,Domestic Consumption,(1000 MT),275
"Oil, Olive",US,2008,2015,8,88,Exports,(1000 MT),3
"Oil, Olive",US,2008,2015,8,57,Imports,(1000 MT),276
